variable_set,model,status,n,rmse,rmse_vs_naive_pct,mape,smape,r_squared,mase,theil_u2,dir_acc,dm_stat,dm_pvalue,beats_naive
parsimonious,Naive,ok,9,265.48885726774546,0.0,2.994995318620754,3.0523824086332323,0.03933906374936391,0.8899389643630636,1.0,62.5,,,False
parsimonious,ARIMA,ok,9,272.9550160787328,2.8122305726216323,3.343198725750652,3.385714423037599,-0.01545268957450685,0.9890317396922895,1.0245989674975375,62.5,,,False
parsimonious,VAR,ok,9,276.43407184001603,4.122664387843722,3.3010236533322628,3.332652363000605,-0.04150336293411283,0.9724909592598682,1.0395721589506217,62.5,,,False
parsimonious,VECM,ok,9,5967.807240181664,2147.856012338451,96.9006266130005,65.17637962733897,-484.40820022485855,28.112581848115724,21.353689605629146,62.5,,,False
parsimonious,MS-VAR,ok,9,287.9581184059653,8.463353742774826,3.420955948497057,3.422869769885164,-0.13015025926669943,1.0105736798635254,1.0845809183772246,62.5,,,False
parsimonious,MS-VECM,ok,9,5971.753721824211,2149.3425084886703,96.97647941635601,65.21051402833223,-485.0504086209019,28.132763161956138,21.359415604732636,50.0,,,False
parsimonious,BVAR,ok,9,267.88546726332174,0.9027158503903898,3.081900789839743,3.1228228175534953,0.02191670280282454,0.9111649824173284,1.0085761605192387,50.0,,,False
parsimonious,DMA,ok,9,1493.9819402901874,462.72867933719226,23.055942304838833,26.420573424853888,-29.420631831702494,6.7176452981022665,5.25346349881775,50.0,,,False
parsimonious,DMS,ok,9,1852.5424300172376,597.785379425152,28.54619457864802,33.980899054543634,-45.77500711020987,8.30167397210612,6.423326547401355,50.0,,,False
parsimonious,XGBoost,ok,9,104.11811987573269,-60.78248972583826,1.4441104121408526,1.433565782615448,0.8522490883760434,0.41841944157314437,0.37504772307287493,87.5,,,True
parsimonious,LSTM,ok,9,320.07986764482814,20.56244881193927,4.428510249083923,4.295816466793994,-0.39634988103598245,1.2600418043050368,1.1070411624182825,50.0,,,False
bop,Naive,ok,9,265.48885726774546,0.0,2.994995318620754,3.0523824086332323,0.03933906374936391,0.8899389643630636,1.0,62.5,,,False
bop,ARIMA,ok,9,272.89671590695633,2.790271017566681,3.343012460349183,3.385519712078062,-0.015018956978293474,0.9889658265768269,1.024369104701002,62.5,,,False
bop,VAR,ok,9,270.5961661754487,1.9237375761320452,3.0632527583075846,3.144018618775472,0.0020223547714206536,0.904961680851893,1.0153763930960422,50.0,,,False
bop,VECM,ok,9,6003.211181180364,2161.1913897109916,97.56034188072185,65.48669388188986,-490.18463989944587,28.298024837180986,21.425541152485717,62.5,,,False
bop,MS-VAR,ok,9,288.9133580878978,8.823157800754222,3.669041648265569,3.713658788801799,-0.1376607610892524,1.087304595432695,1.0880269700024796,50.0,,,False
bop,MS-VECM,ok,9,6086.6662075458025,2192.625863919931,98.88394146477305,66.07637893834182,-503.93619869084836,28.684503575709446,21.702326363254347,62.5,,,False
bop,BVAR,ok,9,276.44874606154553,4.128191633574674,3.2396063511519704,3.325809262294302,-0.04161394016229303,0.9546805093791256,1.0400773868224664,37.5,,,False
bop,DMA,ok,9,354.526884376363,33.537387604490945,4.931906499867873,4.829074532189475,-0.7130730502509319,1.431925051268857,1.3232439712179356,37.5,,,False
bop,DMS,ok,9,367.2383747270494,38.32534386054838,5.081513254797552,5.217806535282158,-0.8381191012597871,1.4964136021691918,1.373501890477403,37.5,,,False
bop,XGBoost,ok,9,114.04357458982561,-57.043931800567925,1.5473343405100117,1.552318724945213,0.8227365581355157,0.4494317902146092,0.40983811732332787,87.5,,,True
bop,LSTM,ok,9,447.6941578829179,68.63011219767256,6.067558530011132,6.331594510691279,-1.7317464609266424,1.7873432986239925,1.6407133824231228,50.0,,,False
monetary,Naive,ok,8,233.5417521557976,0.0,2.517662491065865,2.552183360223601,0.11907042218687403,0.8764022435897436,1.0,57.14285714285714,,,False
monetary,ARIMA,ok,8,344.3651701703427,47.45336411650021,4.355310916791117,4.433864477798164,-0.9153606579132603,1.4851114323120957,1.3867886953026807,42.857142857142854,,,False
monetary,VAR,ok,8,268.7443761106092,15.073374944676976,3.654316387032279,3.690762747475919,-0.16651651859782945,1.270081640025574,1.150627960453489,42.857142857142854,,,False
monetary,VECM,ok,8,5894.066316685998,2423.774127015206,96.41964275879175,64.97550148610827,-560.1024429131292,32.96364099708492,23.782435059274675,57.14285714285714,,,False
monetary,MS-VAR,ok,8,256.3723888864248,9.77582660054579,3.2700323103032893,3.249812802181807,-0.06158463463306307,1.1309235795557238,1.0825107672134282,57.14285714285714,,,False
monetary,MS-VECM,ok,8,6006.761212433019,2472.028837235862,96.72704291098046,64.79045312735764,-581.7641924993436,33.16698917045135,24.986559505784236,57.14285714285714,,,False
monetary,BVAR,ok,8,275.8799170430195,18.128734796413504,3.4203760844678146,3.3298615258239637,-0.2292841925211242,1.1565846352779106,1.0409992412142401,42.857142857142854,,,False
monetary,DMA,ok,8,265.7332557176625,13.784046434827491,3.1581310950924477,3.2415547451858666,-0.140522718291757,1.109917882557566,1.1370273359807854,57.14285714285714,,,False
monetary,DMS,ok,8,1649.970185486611,606.4990179511466,25.82794566085186,30.237024442982214,-42.970794915330245,8.80141710114516,6.270790627775188,57.14285714285714,,,False
monetary,XGBoost,ok,8,94.14711683295246,-59.68724394508005,1.3539164832400379,1.3577721260820261,0.8568385221429656,0.46646680587377304,0.3894151086162803,85.71428571428571,,,True
monetary,LSTM,ok,8,607.5524237837496,160.1472405578453,9.011612015249495,9.515234063929775,-4.96183070110074,3.1164188215428696,2.53650091971378,42.857142857142854,,,False
pca,Naive,ok,5,254.71670538070327,0.0,2.69647326195445,2.780591319367399,0.34231418925768153,0.8019024970273484,1.0,50.0,,,False
pca,ARIMA,ok,5,218.2532863992747,-14.31528369014109,3.1395118947275016,3.2016038338599366,0.5171355876088208,0.9213090997136674,0.8312669200818253,75.0,,,True
pca,VAR,ok,5,295.92230791425766,16.177031840910438,3.2780732524596816,3.389670721772116,0.11231470500813068,0.9744423126207867,1.1557246056402497,50.0,,,False
pca,VECM,ok,5,5753.770215772541,2158.8900116201144,94.13776931066472,63.944603962308854,-334.5897150559108,27.299935223474392,20.352799281253724,75.0,,,False
pca,MS-VAR,ok,5,338.8401452393119,33.026275105465295,4.129004061320226,4.277373892177126,-0.1638401443509483,1.2284651729402822,1.3221571489370751,50.0,,,False
pca,MS-VECM,ok,5,5717.8592099768275,2144.7916014895186,93.58699898454039,63.70632064763203,-330.4137554112285,27.14416934182597,20.442464585791857,50.0,,,False
pca,BVAR,ok,5,327.10181008174,28.417886684286707,3.716492201163693,3.854429851186183,-0.08459977389472395,1.1015796588893552,1.2703792455080338,50.0,,,False
pca,DMA,ok,5,412.4648855621961,61.9308340792647,4.7765215725929915,4.992277882023457,-0.724557098337266,1.4441227775442602,1.6153250978627973,50.0,,,False
pca,DMS,ok,5,744.028207192793,192.1002790456,11.06068687048981,11.817269780696002,-4.611544561030427,3.2547725460557415,2.746607554405986,50.0,,,False
pca,XGBoost,ok,5,388.60566405324806,52.563870309343244,6.20593514155523,6.0011531227814885,-0.5308120330886081,1.7767622250297264,1.3312657547698135,50.0,,,False
pca,LSTM,ok,5,867.995043838711,240.76879352745752,14.122294710966093,15.213553439224986,-6.6372693166919055,4.096759348873429,3.0345064776701727,75.0,,,False
full,Naive,ok,8,233.5417521557976,0.0,2.517662491065865,2.552183360223601,0.11907042218687403,0.8764022435897436,1.0,57.14285714285714,,,False
full,ARIMA,ok,8,301.5904790866671,29.13771362196238,3.6914175350684557,3.751864204259879,-0.46908653399908307,1.2645478668980201,1.2449938703304473,28.57142857142857,,,False
full,VAR,ok,8,299.8867737644828,28.40820581170682,3.8671448649041222,3.9588365579019262,-0.45253547407163364,1.3512498545599825,1.2821753654539279,28.57142857142857,,,False
full,VECM,ok,8,233.5417521557976,0.0,2.517662491065865,2.552183360223601,0.11907042218687403,0.8764022435897436,1.0,57.14285714285714,,,False
full,MS-VAR,ok,8,371.1344176525448,58.91566035907705,5.718572470923249,5.693987561465693,-1.2247160386501679,1.9641135071220188,1.4786376893229294,57.14285714285714,,,False
full,MS-VECM,ok,8,2337.326891244581,900.8175710205904,15.293507199553002,10.64211360825337,-87.23706116341673,5.263389816806953,10.008221126450119,42.857142857142854,,,False
full,BVAR,ok,8,268.66821806704985,15.040764911200588,3.767230739724044,3.718954072252214,-0.1658554664171079,1.2880888220582352,1.0551256080644686,57.14285714285714,,,False
full,DMA,ok,8,327.89553559454976,40.40124841394868,4.004754504333194,4.143036104842921,-0.7365333601905939,1.4090047784399278,1.404016868029204,42.857142857142854,,,False
full,DMS,ok,8,410.5769606412318,75.8045218258586,5.595221065733382,5.775538626914309,-1.722709298226357,1.9445276981225368,1.6837070956654403,28.57142857142857,,,False
full,XGBoost,ok,8,600.5872937208788,157.16484875912985,8.734146000409321,8.260107462230286,-4.8259184780300926,2.9577617156199922,2.2547650361551916,100.0,,,False
full,LSTM,ok,8,281.9188338065501,20.71453228563591,4.170757115241522,4.093829131732354,-0.28369043146642303,1.4102523857618745,0.9146870338526653,28.57142857142857,,,False
