date,exports_usd_m,imports_usd_m,remittances_usd_m,tourism_usd_m,scenario
2025-04-01,1178.1420673169243,1556.3203008879102,635.0009151152337,362.060824032,Baseline
2025-05-01,1199.5367609808293,1594.2098151662785,658.4173522508096,362.060824032,Baseline
2025-06-01,1192.333903066037,1576.4832152138006,649.0135581334953,362.060824032,Baseline
2025-07-01,1194.7588577279594,1584.7766006493218,652.7900226438236,362.060824032,Baseline
2025-08-01,1193.9424588510217,1580.8965423095103,651.2734343370347,362.060824032,Baseline
2025-09-01,1194.2173122892038,1582.7118266511568,651.882480201493,362.060824032,Baseline
2025-10-01,1194.1247785846451,1581.8625463176072,651.6378938075762,362.060824032,Baseline
2025-11-01,1194.1559315021273,1582.2598819131426,651.7361171230607,362.060824032,Baseline
2025-12-01,1194.1454433856916,1582.0739885523255,651.6966716757885,362.060824032,Baseline
2026-01-01,1194.148974373967,1582.1609587155433,651.7125125512755,362.060824032,Baseline
2026-02-01,1194.147785611592,1582.1202697460349,651.7061510227963,362.060824032,Baseline
2026-03-01,1194.14818582702,1582.1393060704295,651.7087057455213,362.060824032,Baseline
2025-04-01,1178.1420673169243,1556.3203008879102,635.0009151152337,362.060824032,LKR Depreciation 10%
2025-05-01,1199.5367609808293,1594.2098151662785,658.4173522508096,362.060824032,LKR Depreciation 10%
2025-06-01,1192.333903066037,1576.4832152138006,649.0135581334953,362.060824032,LKR Depreciation 10%
2025-07-01,1194.7588577279594,1584.7766006493218,652.7900226438236,362.060824032,LKR Depreciation 10%
2025-08-01,1193.9424588510217,1580.8965423095103,651.2734343370347,362.060824032,LKR Depreciation 10%
2025-09-01,1194.2173122892038,1582.7118266511568,651.882480201493,362.060824032,LKR Depreciation 10%
2025-10-01,1194.1247785846451,1581.8625463176072,651.6378938075762,362.060824032,LKR Depreciation 10%
2025-11-01,1194.1559315021273,1582.2598819131426,651.7361171230607,362.060824032,LKR Depreciation 10%
2025-12-01,1194.1454433856916,1582.0739885523255,651.6966716757885,362.060824032,LKR Depreciation 10%
2026-01-01,1194.148974373967,1582.1609587155433,651.7125125512755,362.060824032,LKR Depreciation 10%
2026-02-01,1194.147785611592,1582.1202697460349,651.7061510227963,362.060824032,LKR Depreciation 10%
2026-03-01,1194.14818582702,1582.1393060704295,651.7087057455213,362.060824032,LKR Depreciation 10%
2025-04-01,1178.1420673169243,1556.3203008879102,635.0009151152337,362.060824032,LKR Depreciation 20%
2025-05-01,1199.5367609808293,1594.2098151662785,658.4173522508096,362.060824032,LKR Depreciation 20%
2025-06-01,1192.333903066037,1576.4832152138006,649.0135581334953,362.060824032,LKR Depreciation 20%
2025-07-01,1194.7588577279594,1584.7766006493218,652.7900226438236,362.060824032,LKR Depreciation 20%
2025-08-01,1193.9424588510217,1580.8965423095103,651.2734343370347,362.060824032,LKR Depreciation 20%
2025-09-01,1194.2173122892038,1582.7118266511568,651.882480201493,362.060824032,LKR Depreciation 20%
2025-10-01,1194.1247785846451,1581.8625463176072,651.6378938075762,362.060824032,LKR Depreciation 20%
2025-11-01,1194.1559315021273,1582.2598819131426,651.7361171230607,362.060824032,LKR Depreciation 20%
2025-12-01,1194.1454433856916,1582.0739885523255,651.6966716757885,362.060824032,LKR Depreciation 20%
2026-01-01,1194.148974373967,1582.1609587155433,651.7125125512755,362.060824032,LKR Depreciation 20%
2026-02-01,1194.147785611592,1582.1202697460349,651.7061510227963,362.060824032,LKR Depreciation 20%
2026-03-01,1194.14818582702,1582.1393060704295,651.7087057455213,362.060824032,LKR Depreciation 20%
2025-04-01,1178.1420673169243,1556.3203008879102,635.0009151152337,362.060824032,Export Shock (-15%)
2025-05-01,1183.1794415129089,1594.2098151662785,658.4173522508096,362.060824032,Export Shock (-15%)
2025-06-01,1159.8157057096905,1576.4832152138006,649.0135581334953,362.060824032,Export Shock (-15%)
2025-07-01,1145.8823590027246,1584.7766006493218,652.7900226438236,362.060824032,Export Shock (-15%)
2025-08-01,1128.818324731875,1580.8965423095103,651.2734343370347,362.060824032,Export Shock (-15%)
2025-09-01,1112.7934046331218,1582.7118266511568,651.882480201493,362.060824032,Export Shock (-15%)
2025-10-01,1096.4236603368106,1581.8625463176072,651.6378938075762,362.060824032,Export Shock (-15%)
2025-11-01,1080.1683198587423,1582.2598819131426,651.7361171230607,362.060824032,Export Shock (-15%)
2025-12-01,1063.8750313799796,1582.0739885523255,651.6966716757885,362.060824032,Export Shock (-15%)
2026-01-01,1047.59432751898,1582.1609587155433,651.7125125512755,362.060824032,Export Shock (-15%)
2026-02-01,1031.3094512100113,1582.1202697460349,651.7061510227963,362.060824032,Export Shock (-15%)
2026-03-01,1015.0259579529669,1582.1393060704295,651.7087057455213,362.060824032,Export Shock (-15%)
2025-04-01,1178.1420673169243,1556.3203008879102,635.0009151152337,362.060824032,Remittance Decline (-20%)
2025-05-01,1199.5367609808293,1594.2098151662785,646.4461276644312,362.060824032,Remittance Decline (-20%)
2025-06-01,1192.333903066037,1576.4832152138006,625.4130651104591,362.060824032,Remittance Decline (-20%)
2025-07-01,1194.7588577279594,1584.7766006493218,617.1832941359786,362.060824032,Remittance Decline (-20%)
2025-08-01,1193.9424588510217,1580.8965423095103,603.9080936579776,362.060824032,Remittance Decline (-20%)
2025-09-01,1194.2173122892038,1582.7118266511568,592.6204365468118,362.060824032,Remittance Decline (-20%)
2025-10-01,1194.1247785846451,1581.8625463176072,580.5501235740225,362.060824032,Remittance Decline (-20%)
2025-11-01,1194.1559315021273,1582.2598819131426,568.7878840346712,362.060824032,Remittance Decline (-20%)
2025-12-01,1194.1454433856916,1582.0739885523255,556.9044285229465,362.060824032,Remittance Decline (-20%)
2026-01-01,1194.148974373967,1582.1609587155433,545.0686468610668,362.060824032,Remittance Decline (-20%)
2026-02-01,1194.147785611592,1582.1202697460349,533.2141235641061,362.060824032,Remittance Decline (-20%)
2026-03-01,1194.14818582702,1582.1393060704295,521.3669645964171,362.060824032,Remittance Decline (-20%)
2025-04-01,1178.1420673169243,1556.3203008879102,635.0009151152337,362.060824032,Tourism Recovery (+25%)
2025-05-01,1199.5367609808293,1594.2098151662785,658.4173522508096,370.2894791236364,Tourism Recovery (+25%)
2025-06-01,1192.333903066037,1576.4832152138006,649.0135581334953,378.51813421527277,Tourism Recovery (+25%)
2025-07-01,1194.7588577279594,1584.7766006493218,652.7900226438236,386.7467893069091,Tourism Recovery (+25%)
2025-08-01,1193.9424588510217,1580.8965423095103,651.2734343370347,394.97544439854545,Tourism Recovery (+25%)
2025-09-01,1194.2173122892038,1582.7118266511568,651.882480201493,403.2040994901819,Tourism Recovery (+25%)
2025-10-01,1194.1247785846451,1581.8625463176072,651.6378938075762,411.4327545818182,Tourism Recovery (+25%)
2025-11-01,1194.1559315021273,1582.2598819131426,651.7361171230607,419.6614096734546,Tourism Recovery (+25%)
2025-12-01,1194.1454433856916,1582.0739885523255,651.6966716757885,427.890064765091,Tourism Recovery (+25%)
2026-01-01,1194.148974373967,1582.1609587155433,651.7125125512755,436.1187198567273,Tourism Recovery (+25%)
2026-02-01,1194.147785611592,1582.1202697460349,651.7061510227963,444.34737494836367,Tourism Recovery (+25%)
2026-03-01,1194.14818582702,1582.1393060704295,651.7087057455213,452.57603004000003,Tourism Recovery (+25%)
2025-04-01,1178.1420673169243,1556.3203008879102,635.0009151152337,362.060824032,Oil Price Shock
2025-05-01,1199.5367609808293,1615.949039918546,658.4173522508096,362.060824032,Oil Price Shock
2025-06-01,1192.333903066037,1619.4782119923589,649.0135581334953,362.060824032,Oil Price Shock
2025-07-01,1194.7588577279594,1649.6083706758848,652.7900226438236,362.060824032,Oil Price Shock
2025-08-01,1193.9424588510217,1667.1272627991198,651.2734343370347,362.060824032,Oil Price Shock
2025-09-01,1194.2173122892038,1690.6239966500991,651.882480201493,362.060824032,Oil Price Shock
2025-10-01,1194.1247785846451,1711.2876637435932,651.6378938075762,362.060824032,Oil Price Shock
2025-11-01,1194.1559315021273,1733.2937797321244,651.7361171230607,362.060824032,Oil Price Shock
2025-12-01,1194.1454433856916,1754.6638782125792,651.6966716757885,362.060824032,Oil Price Shock
2026-01-01,1194.148974373967,1776.3352581942688,651.7125125512755,362.060824032,Oil Price Shock
2026-02-01,1194.147785611592,1797.8639428932213,651.7061510227963,362.060824032,Oil Price Shock
2026-03-01,1194.14818582702,1819.4602019809938,651.7087057455213,362.060824032,Oil Price Shock
2025-04-01,1178.1420673169243,1556.3203008879102,635.0009151152337,362.060824032,IMF Tranche Delay
2025-05-01,1199.5367609808293,1586.9634069155227,658.4173522508096,362.060824032,IMF Tranche Delay
2025-06-01,1192.333903066037,1562.1515496209477,649.0135581334953,362.060824032,IMF Tranche Delay
2025-07-01,1194.7588577279594,1563.1660106404674,652.7900226438236,362.060824032,IMF Tranche Delay
2025-08-01,1193.9424588510217,1552.1529688129738,651.2734343370347,362.060824032,IMF Tranche Delay
2025-09-01,1194.2173122892038,1546.741103318176,651.882480201493,362.060824032,IMF Tranche Delay
2025-10-01,1194.1247785846451,1538.720840508945,651.6378938075762,362.060824032,IMF Tranche Delay
2025-11-01,1194.1559315021273,1531.9152493068152,651.7361171230607,362.060824032,IMF Tranche Delay
2025-12-01,1194.1454433856916,1524.544025332241,651.6966716757885,362.060824032,IMF Tranche Delay
2026-01-01,1194.148974373967,1517.4361922226346,651.7125125512755,362.060824032,IMF Tranche Delay
2026-02-01,1194.147785611592,1510.205712030306,651.7061510227963,362.060824032,IMF Tranche Delay
2026-03-01,1194.14818582702,1503.032340766908,651.7087057455213,362.060824032,IMF Tranche Delay
2025-04-01,1178.1420673169243,1556.3203008879102,635.0009151152337,362.060824032,Combined Adverse
2025-05-01,1188.631881335549,1608.70263166779,649.4389338110258,355.47789995869095,Combined Adverse
2025-06-01,1170.6551048284728,1605.1465463995062,631.3131883662181,348.8949758853818,Combined Adverse
2025-07-01,1162.1745252444696,1627.9977806670306,626.0849762629399,342.31205181207275,Combined Adverse
2025-08-01,1150.5263694382572,1638.3836893025834,615.7494288277419,335.7291277387637,Combined Adverse
2025-09-01,1139.9347071851491,1654.6532733171184,607.435947460482,329.1462036654546,Combined Adverse
2025-10-01,1128.9906997527553,1668.1459579349314,598.3220661324109,322.5632795921455,Combined Adverse
2025-11-01,1118.1641904065373,1682.9491471257973,589.5249423067685,315.9803555188364,Combined Adverse
2025-12-01,1107.2985020485503,1697.1339149924947,580.602489311157,309.39743144552733,Combined Adverse
2026-01-01,1096.4458764706424,1711.6104917013604,571.729613283619,302.8145073722182,Combined Adverse
2026-02-01,1085.5888960105383,1725.9493851774928,562.8371304287787,296.23158329890913,Combined Adverse
2026-03-01,1074.733367244318,1740.3532366774725,553.9523998836931,289.64865922560006,Combined Adverse
2025-04-01,1178.1420673169243,1556.3203008879102,635.0009151152337,362.060824032,Combined Upside
2025-05-01,1210.4416406261096,1586.9634069155227,664.4029645439987,368.6437481053091,Combined Upside
2025-06-01,1214.0127013036015,1562.1515496209477,660.8138046450134,375.22667217861823,Combined Upside
2025-07-01,1227.3431902114492,1563.1660106404674,670.5933868977461,381.80959625192725,Combined Upside
2025-08-01,1237.3585482637861,1552.1529688129738,674.9561046765632,388.3925203252364,Combined Upside
2025-09-01,1248.4999173932586,1546.741103318176,681.5135020288335,394.97544439854545,Combined Upside
2025-10-01,1259.258857416535,1538.720840508945,687.1817789243532,401.5583684718546,Combined Upside
2025-11-01,1270.1476725977172,1531.9152493068152,693.2102336672555,408.14129254516365,Combined Upside
2025-12-01,1280.9923847228329,1524.544025332241,699.0927932522095,414.7242166184728,Combined Upside
2026-01-01,1291.8520722772914,1517.4361922226346,705.0344453963799,421.30714069178185,Combined Upside
2026-02-01,1302.7066752126461,1510.205712030306,710.9521647521416,427.89006476509087,Combined Upside
2026-03-01,1313.563004409722,1503.032340766908,716.8795763200735,434.4729888384,Combined Upside
