date,cse_inflows_usd_m,cse_outflows_usd_m,cse_net_usd_m
2020-10-01,10.454304301406877,39.520581502205225,20.900537539186516
2020-11-01,9.373269305148503,24.48764246761428,-15.114373162465776
2020-12-01,12.459152930177574,28.95452094501729,-16.495368014839716
2021-01-01,18.104370643567833,62.10737762744971,-44.003006983881875
2021-02-01,13.25582986959339,38.83016972456398,-25.57433985497059
2021-03-01,45.00516211076654,66.36998051531522,-21.36481840454868
2021-04-01,10.622193757437262,29.498488480956127,-15.948792751161028
2021-05-01,12.654952640093473,31.91193732361102,-11.93809272677704
2021-06-01,12.642300577734597,18.368561803951945,-5.7246997901794945
2021-07-01,10.270145209224378,51.10509018518971,-40.83494497596533
2021-08-01,10.444313615069921,27.20030497324697,-15.934678878405236
2021-09-01,12.187548706055816,45.94512527029694,-33.73034693308381
2021-10-01,4.6659954876101395,11.734700403605672,-7.068704915995532
2021-11-01,10.54,30.37,-19.791528233488307
2021-12-01,11.45112881,22.96741195,3.9325466407484235
2022-01-01,75.93193598520428,89.50003180536712,36.31403484733201
2022-02-01,9.099655651518038,11.025877281916685,48.689636777760136
2022-03-01,10.255552368737417,4.784691125062944,5.470861243674474
2022-04-01,4.304389834514326,3.111623761729712,1.5183353781939788
2022-05-01,3.9234882608499193,3.489047516432839,0.43444074441708036
2022-06-01,3.6283139529887727,3.639187064530899,-0.010873111542126335
2022-07-01,4.6002633698403805,2.4277799363790575,2.172483433461323
2022-08-01,12.228357732191439,9.644864747295513,2.583559565546066
2022-09-01,50.612621223900895,9.997799666779944,40.624043634150894
2022-10-01,8.995740186254578,2.146845522742673,7.261948917101128
2022-11-01,5.016871948028332,5.477290071976187,-0.4604181239478544
2022-12-01,38.857589313573044,2.954189524790828,37.250466224307054
2023-01-01,4.473995102834463,3.3337257239229237,1.2461671249899968
2023-02-01,16.260588368023452,8.426711864043563,7.910152149576499
2023-03-01,12.0073434679832,20.01675854067232,-8.00392718210622
2023-04-01,7.209462546881265,4.446236060590931,2.7632264862903337
2023-05-01,4.585901197371031,5.189805548472633,-0.603904351101602
2023-06-01,6.161376523652345,7.2602896163607875,-0.8853298475391966
2023-07-01,19.35953860461323,12.377195896468317,6.982342708144914
2023-08-01,24.33302324663345,18.61938072747268,6.029679577524075
2023-09-01,3.139763577666898,7.667199054817899,-4.525918201425097
2023-10-01,9.764863524085978,8.277135900268831,1.4877276238171468
2023-11-01,14.182342121422694,11.557771660422139,7.504591190763543
2023-12-01,4.9704307850905725,6.971250750246055,
2024-01-01,4.914722318869054,11.50577731691939,-5.183159028444982
2024-02-01,43.47764718526405,48.36927199010715,41.39148714418296
2024-03-01,5.161120866963159,19.084590206970965,-13.923469340007806
2024-04-01,14.613686302255713,14.729059525428378,0.3254744030658898
2024-05-01,10.900579790050214,11.49540426429605,-0.5948244742458364
2024-06-01,8.71433802383373,11.691261702712316,-2.9471659089896196
2024-07-01,27.547037892186882,15.764097463029096,11.835862191991211
2024-08-01,4.023284828278296,3.7526468743074886,12.711571913420476
2024-09-01,4.776677260547319,6.890619767080719,-1.9290183573123292
2024-10-01,9.9485140785811,11.143810802943886,3.4650650110091252
2024-11-01,7.7065024700361775,18.350502634943428,-10.64400016490725
2024-12-01,19.185010261177677,20.77130988667686,-1.5520155389379369
2025-01-01,17.665752589492836,39.3811523132251,-21.715399723732265
2025-02-01,16.126189784746654,24.711092896726658,-8.584903111980005
2025-03-01,7.640411034115147,13.303244528426067,-5.662833494310919
2025-04-01,13.084242698821166,10.403267505764088,2.709484802605596
2025-05-01,21.063551712040397,20.613885589743724,0.7291351753401827
2025-06-01,12.633222649120405,19.332137164312908,-6.698914515192502
2025-07-01,19.769329645752848,39.47094704193946,-14.649277019376456
2025-08-01,14.474522994166813,29.672793514410877,-15.198270520244064
2025-09-01,34.2401151459904,49.742836685733344,-15.502721539742943
2025-10-01,18.54503820894112,37.29314544309825,-18.733252551574786
2025-11-01,9.580805246357391,21.580439889493626,-11.998741015836702
2025-12-01,,,
