model,forecast_origin,forecast_date,horizon,split,actual,forecast,std,lower_80,upper_80,lower_95,upper_95,crps,log_score
ARIMA,2020-01-01,2020-02-01,1,validation,7941.515070351391,7801.4179494433,512.3385252147499,7144.829710365321,8458.00618852128,6797.252892130052,8805.58300675655,134.91950001809877,-7.195310586311417
BVAR,2020-01-01,2020-02-01,1,validation,7941.515070351391,7576.645333484306,531.3218994176393,6895.728921477287,8257.561745491324,6535.273546428349,8618.017120540264,220.3771295809114,-7.4300992315698755
DMA,2020-01-01,2020-02-01,1,validation,7941.515070351391,7594.95134771011,,,,,,,
DMS,2020-01-01,2020-02-01,1,validation,7941.515070351391,7801.4179494433,,,,,,,
MS-VAR,2020-01-01,2020-02-01,1,validation,7941.515070351391,7613.812145736085,537.9057557980403,6924.45818227744,8303.16610919473,6559.536237295158,8668.088054177013,202.9771089131272,-7.39219638455042
MS-VECM,2020-01-01,2020-02-01,1,validation,7941.515070351391,7595.194557661869,537.9057557980403,6905.840594203224,8284.548521120514,6540.918649220942,8649.470466102797,211.7089383223204,-7.4138812152945555
Naive,2020-01-01,2020-02-01,1,validation,7941.515070351391,7512.733529432759,537.9057557980403,6823.379565974114,8202.087492891404,6458.457620991831,8567.009437873687,255.2761906087624,-7.524331096947948
VECM,2020-01-01,2020-02-01,1,validation,7941.515070351391,7452.280234618695,415.2993800350227,6920.052663964944,7984.507805272447,6638.30840694826,8266.25206228913,303.66497637118516,-7.641814700558813
XGBoost,2020-01-01,2020-02-01,1,validation,7941.515070351391,7612.57568359375,3.091887987566697,7608.613269702794,7616.538097484706,7606.515694493887,7618.635672693613,327.19497576155936,-5661.237488262836
ARIMA,2020-02-01,2020-03-01,1,validation,7533.736569408685,7778.08383786761,512.3385252147499,7121.495598789631,8434.67207694559,6773.918780554362,8782.24889518086,165.3602600142957,-7.271653051931641
BVAR,2020-02-01,2020-03-01,1,validation,7533.736569408685,7568.868042249239,507.2431344222443,6918.809809218459,8218.926275280019,6574.689767376458,8563.04631712202,119.51049330684772,-7.150327425234095
DMA,2020-02-01,2020-03-01,1,validation,7533.736569408685,7778.457737622984,,,,,,,
DMS,2020-02-01,2020-03-01,1,validation,7533.736569408685,7778.08383786761,,,,,,,
MS-VAR,2020-02-01,2020-03-01,1,validation,7533.736569408685,8117.459954206314,537.9057557980403,7428.105990747669,8806.81391766496,7063.184045765387,9171.735862647241,356.253374212018,-7.795427331960073
MS-VECM,2020-02-01,2020-03-01,1,validation,7533.736569408685,8155.563232955015,537.9057557980403,7466.20926949637,8844.91719641366,7101.287324514088,9209.839141395943,384.3522443941518,-7.874806257152713
Naive,2020-02-01,2020-03-01,1,validation,7533.736569408685,7512.733529432759,537.9057557980403,6823.379565974114,8202.087492891404,6458.457620991831,8567.009437873687,126.0330004019932,-7.207384195938466
VECM,2020-02-01,2020-03-01,1,validation,7533.736569408685,7452.280234618695,415.2993800350227,6920.052663964944,7984.507805272447,6638.30840694826,8266.25206228913,103.40682155031035,-6.967173411481835
XGBoost,2020-02-01,2020-03-01,1,validation,7533.736569408685,7864.21533203125,3.091887987566697,7860.252918140294,7868.177745922206,7858.155342931387,7870.275321131113,328.73435162648366,-5714.329364064926
ARIMA,2020-03-01,2020-04-01,1,validation,7209.520101152639,7916.385703132882,512.3385252147499,7259.797464054903,8572.973942210861,6912.220645819633,8920.55076044613,457.0955099206905,-8.109688996992363
BVAR,2020-03-01,2020-04-01,1,validation,7209.520101152639,7577.485315283063,517.2418546995772,6914.61320662742,8240.357423938705,6563.709908775219,8591.260721790906,221.11692108490914,-7.420493200358706
DMA,2020-03-01,2020-04-01,1,validation,7209.520101152639,7681.038128793953,,,,,,,
DMS,2020-03-01,2020-04-01,1,validation,7209.520101152639,7916.385703132882,,,,,,,
MS-VAR,2020-03-01,2020-04-01,1,validation,7209.520101152639,7515.652840971789,537.9057557980403,6826.298877513144,8205.006804430435,6461.376932530862,8569.928749412717,193.39505694920413,-7.368570495531589
MS-VECM,2020-03-01,2020-04-01,1,validation,7209.520101152639,7678.051543743477,537.9057557980403,6988.697580284832,8367.405507202122,6623.77563530255,8732.327452184405,278.9534923517344,-7.585967549033253
Naive,2020-03-01,2020-04-01,1,validation,7209.520101152639,7512.733529432759,537.9057557980403,6823.379565974114,8202.087492891404,6458.457620991831,8567.009437873687,192.14301582766018,-7.365496507659152
VECM,2020-03-01,2020-04-01,1,validation,7209.520101152639,7452.280234618695,415.2993800350227,6920.052663964944,7984.507805272447,6638.30840694826,8266.25206228913,152.10623218754736,-7.1187831520047276
XGBoost,2020-03-01,2020-04-01,1,validation,7209.520101152639,8114.677734375,3.091887987566697,8110.715320484044,8118.640148265956,8108.617745275137,8120.737723474863,903.4132222262796,-42854.031983397086
ARIMA,2020-01-01,2020-04-01,3,validation,7209.520101152639,7842.285314454207,769.8874001882543,6855.63491144958,8828.935717458835,6333.333737934094,9351.23689097432,376.4594059623778,-7.902937013878169
BVAR,2020-01-01,2020-04-01,3,validation,7209.520101152639,7632.014459682984,782.0482798702685,6629.779262283467,8634.2496570825,6099.227996965799,9164.800922400169,271.6671271884406,-7.726785051197619
DMA,2020-01-01,2020-04-01,3,validation,7209.520101152639,7747.92284413025,,,,,,,
DMS,2020-01-01,2020-04-01,3,validation,7209.520101152639,7842.285314454207,,,,,,,
MS-VAR,2020-01-01,2020-04-01,3,validation,7209.520101152639,7744.316242934917,537.9057557980403,7054.962279476272,8433.670206393563,6690.04033449399,8798.592151375844,321.9381229804637,-7.700857648316374
MS-VECM,2020-01-01,2020-04-01,3,validation,7209.520101152639,7650.192570831122,537.9057557980403,6960.838607372477,8339.546534289768,6595.916662390195,8704.468479272049,262.18488904286727,-7.542196795991578
Naive,2020-01-01,2020-04-01,3,validation,7209.520101152639,7512.733529432759,537.9057557980403,6823.379565974114,8202.087492891404,6458.457620991831,8567.009437873687,192.14301582766018,-7.365496507659152
