component,eigenvalue,variance_explained_pct,cumulative_variance_pct
1,3.7256603540208584,46.080535957626395,46.080535957626395
2,1.67728467127106,20.74536303940521,66.8258989970316
3,1.0225551873804868,12.64739310707444,79.47329210410605
4,0.7186591060446984,8.888678416868636,88.36197052097468
5,0.578001286538364,7.148963280869237,95.51093380184392
6,0.2824551261603953,3.4935239288259408,99.00445773066986
7,0.08049065156286164,0.9955422693301306,99.99999999999999
8,0.0,0.0,99.99999999999999
