date,gross_reserves_usd_m,PC1,PC2,PC3
2018-05-01,8808.916585622243,1.7579217502405868,-1.0929605948087278,-0.685213113079072
2018-06-01,9267.017122111823,1.7590652715882913,0.1517954301868588,-0.6726903640511057
2018-07-01,8429.671933126869,2.7387307664171776,0.8710646664986068,0.6052521308091826
2018-08-01,8584.53782202296,2.5620161295687276,-0.10111075063658093,-0.7994677600780344
2018-09-01,7164.0793420685,1.7007562396147362,0.9705463457019148,-0.8271294937458264
2018-10-01,7903.305318148267,2.6885950417024236,-0.26341109975101595,-1.3328058723794296
2018-11-01,7005.322478512801,2.3963937097137773,0.7563073104629143,-1.336343678178943
2018-12-01,6919.216639148527,3.0480338191777774,1.3639448556515537,-0.6006505662355401
2019-01-01,6152.196208752774,2.4742432041562465,1.943938954475166,-0.4901631775945237
2019-02-01,6035.155009941658,1.4043763829696043,3.264866418428427,-0.6867981059193256
2019-03-01,7629.241941007436,3.067927849577566,1.9268770651789464,0.36288815372246946
2019-04-01,7213.972057497156,1.0560286974065527,0.20155037401940318,-1.0854214808930882
2019-05-01,6722.612629789063,1.221184627899042,-0.10974631410880067,-0.7591760656151396
2019-06-01,8864.984523119312,0.27467268440167963,3.6096819863687233,0.7610253341318083
2019-07-01,8347.063830786541,1.826570452531165,0.15474760833502527,1.1519877812387205
2019-08-01,8523.712277937197,1.3778777399984223,2.400833985022492,-0.5815924541489034
2019-09-01,7635.331963594275,1.3847354558025382,0.7678252987874417,-1.3019801819810837
2019-10-01,7780.083013603978,2.371254702460191,-0.015391730363298271,-0.6377115735714421
2019-11-01,7520.452982431865,2.201407595467298,1.1426212470250197,-1.8521879612258154
2019-12-01,7642.393000751939,3.582426313993182,0.35946012467626814,0.2715917755128299
2020-01-01,7512.733529432759,2.4864067934282157,0.9934576343725466,-0.6677272916536392
2020-02-01,7941.515070351391,1.452861118665019,2.1531627499847805,-0.6389501527253225
2020-03-01,7533.736569408685,-1.3090237744564694,2.380039101070749,-2.11333926089169
2020-04-01,7209.520101152639,-3.4113768944393215,0.5322614137017317,-5.073137428648273
2020-05-01,6499.857251537734,-2.626900982345232,3.887920039151995,-3.3136175876085887
2020-06-01,6694.648013475818,-0.8535903743932541,5.391921317575157,-0.635383954557227
2020-07-01,7095.831822594811,0.993580790417559,4.389557961068655,1.7137629082423034
2020-08-01,7430.083006707859,0.624327249150217,3.8202566584221964,0.011815127890064636
2020-09-01,6666.320938200717,1.7965628782098826,2.3817773505720408,0.1330414292763021
2020-10-01,5855.74394110227,0.2422741002712626,2.0053046182186436,0.4435856034947695
2020-11-01,5555.275602812615,0.2670821211155017,1.8110801991820904,-1.0110158776439218
2020-12-01,5664.265569350756,2.376784847468239,1.6083409098882648,1.4694680954507053
2021-01-01,4841.863004371764,1.9773144065489294,1.614028303789844,-0.7444837985085125
2021-02-01,4582.993424023525,1.2743485074801042,2.3378118424690326,-1.025346903444335
2021-03-01,4055.2,3.2082748325615564,0.36420318120729606,-0.828805139083925
2021-04-01,4470.738472224253,1.3174367659526038,0.1682636779037985,-2.6232880152041163
2021-05-01,4032.831217910092,0.820138055232046,1.529552119427819,-2.427475720957484
2021-06-01,4060.0459080962846,1.3902883696665957,1.8923620733408315,-1.6070587890192367
2021-07-01,2805.884166609781,1.8817381721523,2.6787390947107887,-2.2055760733581566
2021-08-01,3543.508985941734,1.7865202617806288,2.683581934799782,-1.7535560109740496
2021-09-01,2704.1872990039246,0.7007797025443888,3.736860875261603,-2.9311199214206036
2021-10-01,2269.211946488995,1.4396311735307925,3.4847421178529983,-2.1732139548157132
2021-11-01,1588.37233054694,1.7465964411036754,3.41168817333992,-2.927006490729619
2021-12-01,3139.2264604363068,3.8604362754795214,-0.7754660640982156,-3.294808810663629
2024-01-01,4496.0,4.261320165682552,4.367754508257278,-2.4560171698103876
2024-02-01,4520.0,3.65646258436596,5.409251941212049,-0.6192907438928119
2024-03-01,4960.0,4.988343714176039,5.381230369603538,-0.710430491550338
2024-04-01,5471.0,3.4009522214198094,3.74966727997604,-2.0159068919323375
2024-05-01,5410.0,3.4537583632878577,4.957610575778977,-1.2768984278848503
2024-06-01,5654.0,3.691898997617222,5.2621574895276915,-1.32698431028663
2024-07-01,5652.0,5.616393852106254,3.3611603104064045,-0.8525562335430789
2024-08-01,5959.0,5.4444213229491645,4.581550255164374,0.03445413245523842
2024-09-01,5994.0,4.458043205823637,3.199015319988347,-1.7538077841338737
2024-10-01,6472.0,5.097104300488586,3.638777439284395,-0.5870772811530489
2024-11-01,6451.0,4.103455569600365,4.3053576460559935,-1.832599759192584
