,PC1,PC2,PC3
exports_usd_m,0.3482603811206266,0.27994464863796803,0.3714539871196716
imports_usd_m,0.37104321097015913,-0.4833646007887955,-0.06827083309248677
remittances_usd_m,0.3105779753053937,-0.14692442385928936,0.52632634376899
tourism_usd_m,0.4393742625639995,0.08302631237465052,0.03369864736846827
usd_lkr,0.4165938124736141,0.24581262721148187,-0.20136219054174478
m2_usd_m,0.4746366087928542,0.12459991514145861,-0.09607955507263005
cse_net_usd_m,-0.1509156827121568,-0.325054696228022,0.6590070631892565
trade_balance_usd_m,-0.1729952684325651,0.6913030879726881,0.30844397839154997
