regime,horizon,response_variable,shock_variable,response,response_type
1,0,gross_reserves_usd_m,gross_reserves_usd_m,558.8448679239085,cumulative
1,0,gross_reserves_usd_m,exports_usd_m,-40.659778796528364,cumulative
1,0,gross_reserves_usd_m,imports_usd_m,14.903639433834009,cumulative
1,0,gross_reserves_usd_m,remittances_usd_m,86.27872444774444,cumulative
1,0,gross_reserves_usd_m,tourism_usd_m,36.2959075880341,cumulative
1,0,exports_usd_m,gross_reserves_usd_m,-7.332220647947125,cumulative
1,0,exports_usd_m,exports_usd_m,100.77708243559917,cumulative
1,0,exports_usd_m,imports_usd_m,27.064423971080796,cumulative
1,0,exports_usd_m,remittances_usd_m,38.479137923441876,cumulative
1,0,exports_usd_m,tourism_usd_m,34.96847923830382,cumulative
1,0,imports_usd_m,gross_reserves_usd_m,3.951074547781089,cumulative
1,0,imports_usd_m,exports_usd_m,39.787913301131525,cumulative
1,0,imports_usd_m,imports_usd_m,148.15426417252064,cumulative
1,0,imports_usd_m,remittances_usd_m,64.11461495012058,cumulative
1,0,imports_usd_m,tourism_usd_m,28.986568445777596,cumulative
1,0,remittances_usd_m,gross_reserves_usd_m,9.07701985197656,cumulative
1,0,remittances_usd_m,exports_usd_m,22.448865039666543,cumulative
1,0,remittances_usd_m,imports_usd_m,25.44331642116795,cumulative
1,0,remittances_usd_m,remittances_usd_m,58.79370601257365,cumulative
1,0,remittances_usd_m,tourism_usd_m,15.376121989995204,cumulative
1,0,tourism_usd_m,gross_reserves_usd_m,4.04143640635649,cumulative
1,0,tourism_usd_m,exports_usd_m,21.591574856228906,cumulative
1,0,tourism_usd_m,imports_usd_m,12.174524409962205,cumulative
1,0,tourism_usd_m,remittances_usd_m,16.273663640511824,cumulative
1,0,tourism_usd_m,tourism_usd_m,62.22563767706292,cumulative
1,1,gross_reserves_usd_m,gross_reserves_usd_m,378.3270144134747,cumulative
1,1,gross_reserves_usd_m,exports_usd_m,25.705360763266093,cumulative
1,1,gross_reserves_usd_m,imports_usd_m,-13.170850236769912,cumulative
1,1,gross_reserves_usd_m,remittances_usd_m,97.7372509030061,cumulative
1,1,gross_reserves_usd_m,tourism_usd_m,-40.227026939571005,cumulative
1,1,exports_usd_m,gross_reserves_usd_m,-10.075077116306762,cumulative
1,1,exports_usd_m,exports_usd_m,52.47599572898297,cumulative
1,1,exports_usd_m,imports_usd_m,0.1318290114217895,cumulative
1,1,exports_usd_m,remittances_usd_m,0.5616054960656385,cumulative
1,1,exports_usd_m,tourism_usd_m,15.229434624347931,cumulative
1,1,imports_usd_m,gross_reserves_usd_m,1.1746812505034052,cumulative
1,1,imports_usd_m,exports_usd_m,27.906507200295856,cumulative
1,1,imports_usd_m,imports_usd_m,84.26903147893267,cumulative
1,1,imports_usd_m,remittances_usd_m,39.56095309944998,cumulative
1,1,imports_usd_m,tourism_usd_m,49.20842279133152,cumulative
1,1,remittances_usd_m,gross_reserves_usd_m,10.745639826828214,cumulative
1,1,remittances_usd_m,exports_usd_m,13.702167063778575,cumulative
1,1,remittances_usd_m,imports_usd_m,0.4516326282483085,cumulative
1,1,remittances_usd_m,remittances_usd_m,33.09855481510699,cumulative
1,1,remittances_usd_m,tourism_usd_m,11.611270332450829,cumulative
1,1,tourism_usd_m,gross_reserves_usd_m,-2.2814850226532437,cumulative
1,1,tourism_usd_m,exports_usd_m,33.43402502150487,cumulative
1,1,tourism_usd_m,imports_usd_m,10.6131278681959,cumulative
1,1,tourism_usd_m,remittances_usd_m,14.047620894081872,cumulative
1,1,tourism_usd_m,tourism_usd_m,73.8799509522432,cumulative
1,2,gross_reserves_usd_m,gross_reserves_usd_m,445.26734174574017,cumulative
1,2,gross_reserves_usd_m,exports_usd_m,-56.112777678037695,cumulative
1,2,gross_reserves_usd_m,imports_usd_m,-25.244960201401845,cumulative
1,2,gross_reserves_usd_m,remittances_usd_m,51.78228166138993,cumulative
1,2,gross_reserves_usd_m,tourism_usd_m,-60.34433686129999,cumulative
1,2,exports_usd_m,gross_reserves_usd_m,-8.674919730477173,cumulative
1,2,exports_usd_m,exports_usd_m,74.59298892345736,cumulative
1,2,exports_usd_m,imports_usd_m,22.393362401815217,cumulative
1,2,exports_usd_m,remittances_usd_m,24.97805025409301,cumulative
1,2,exports_usd_m,tourism_usd_m,23.47356142645954,cumulative
1,2,imports_usd_m,gross_reserves_usd_m,0.0014720105511794035,cumulative
1,2,imports_usd_m,exports_usd_m,42.85797066475277,cumulative
1,2,imports_usd_m,imports_usd_m,115.34600912558511,cumulative
1,2,imports_usd_m,remittances_usd_m,52.41275017688403,cumulative
1,2,imports_usd_m,tourism_usd_m,48.315214986992416,cumulative
1,2,remittances_usd_m,gross_reserves_usd_m,8.273242357693533,cumulative
1,2,remittances_usd_m,exports_usd_m,18.111483246316702,cumulative
1,2,remittances_usd_m,imports_usd_m,15.800530622793046,cumulative
1,2,remittances_usd_m,remittances_usd_m,44.03334870997361,cumulative
1,2,remittances_usd_m,tourism_usd_m,9.920634910798597,cumulative
1,2,tourism_usd_m,gross_reserves_usd_m,-2.187872706034711,cumulative
1,2,tourism_usd_m,exports_usd_m,30.68455026803047,cumulative
1,2,tourism_usd_m,imports_usd_m,12.053755173033109,cumulative
1,2,tourism_usd_m,remittances_usd_m,12.926090171496197,cumulative
1,2,tourism_usd_m,tourism_usd_m,74.2640942573125,cumulative
1,3,gross_reserves_usd_m,gross_reserves_usd_m,423.27411935794015,cumulative
1,3,gross_reserves_usd_m,exports_usd_m,-9.481437247074297,cumulative
1,3,gross_reserves_usd_m,imports_usd_m,-2.1209316901579065,cumulative
1,3,gross_reserves_usd_m,remittances_usd_m,93.22979776700802,cumulative
1,3,gross_reserves_usd_m,tourism_usd_m,-49.39128334229005,cumulative
1,3,exports_usd_m,gross_reserves_usd_m,-8.638736326097535,cumulative
1,3,exports_usd_m,exports_usd_m,64.06265994433456,cumulative
1,3,exports_usd_m,imports_usd_m,7.080122916754371,cumulative
1,3,exports_usd_m,remittances_usd_m,11.395696967513794,cumulative
1,3,exports_usd_m,tourism_usd_m,20.96310528298237,cumulative
1,3,imports_usd_m,gross_reserves_usd_m,0.17524952067157712,cumulative
1,3,imports_usd_m,exports_usd_m,33.469062273717164,cumulative
1,3,imports_usd_m,imports_usd_m,100.1823748699079,cumulative
1,3,imports_usd_m,remittances_usd_m,44.41377563131071,cumulative
1,3,imports_usd_m,tourism_usd_m,48.66191183812826,cumulative
1,3,remittances_usd_m,gross_reserves_usd_m,9.992132919791302,cumulative
1,3,remittances_usd_m,exports_usd_m,14.485719717467596,cumulative
1,3,remittances_usd_m,imports_usd_m,7.265826980143039,cumulative
1,3,remittances_usd_m,remittances_usd_m,38.83044751911094,cumulative
1,3,remittances_usd_m,tourism_usd_m,10.717439951645003,cumulative
1,3,tourism_usd_m,gross_reserves_usd_m,-2.2850373057596625,cumulative
1,3,tourism_usd_m,exports_usd_m,32.58125586916791,cumulative
1,3,tourism_usd_m,imports_usd_m,12.356293141018545,cumulative
1,3,tourism_usd_m,remittances_usd_m,14.304916624525182,cumulative
1,3,tourism_usd_m,tourism_usd_m,75.67114693111043,cumulative
1,4,gross_reserves_usd_m,gross_reserves_usd_m,431.9164625334094,cumulative
1,4,gross_reserves_usd_m,exports_usd_m,-35.68611722613196,cumulative
1,4,gross_reserves_usd_m,imports_usd_m,-24.892236924211602,cumulative
1,4,gross_reserves_usd_m,remittances_usd_m,65.10911091977846,cumulative
