date,gross_reserves_usd_m,import_cover_months,fx_reserves_usd_m,imf_position_usd_m,sdrs_usd_m,gold_usd_m,exports_usd_m,imports_usd_m,tourism_usd_m,remittances_usd_m,cse_net_usd_m,m0_lkr_m,m2_lkr_m,usd_lkr,inflation_yoy_pct,govt_short_term_usd_m,total_short_term_usd_m,portfolio_liabilities_usd_b,total_short_term_debt_lkr_m,trade_balance_usd_m,ca_proxy_usd_m,net_usable_reserves_usd_m,gg_ratio,m2_usd_m,reserve_change_usd_m,reserve_change_pct
2009-04-01,3529.0,2.3526666666666665,,,,,437.6225719222221,620.6460025503133,20.335147,266.2652379968468,,261177.0,1343534.7,,,,,,511826.175,-183.02343062809115,103.57695436875565,3529.0,,,228.0,6.9069978794304765
2009-05-01,3757.0,2.5046666666666666,,,,,538.4531361060348,773.3656772212477,19.3087895,275.5109741085164,,268603.1,1360259.7,,,,,,511826.175,-234.9125411152129,59.90722249330349,3757.0,,,228.0,6.460753754604709
2009-06-01,3985.0,2.6566666666666667,,,,,565.210780767491,845.0991412943899,23.597637,280.49028152479883,,262560.940702,1380977.90467836,,,,,,511826.175,-279.88836052689896,24.199557997899888,3985.0,,,228.0,6.068671812616455
2009-07-01,4213.0,2.808666666666667,,,,,652.2373263642176,939.2792191444825,32.9550515,300.1334402623257,,275591.476058,1411697.8015732598,,,,,,511826.175,-287.0418927802649,46.04659898206069,4213.0,,,228.0,5.721455457967384
2009-08-01,4441.0,2.9606666666666666,,,,,710.3629375690552,842.0875177400139,32.1620635,291.6635832322693,,276596.82890100003,1435549.82560029,,,,,,511826.175,-131.7245801709587,192.10106656131052,4441.0,,,228.0,5.411820555423685
2009-09-01,4669.0,3.1126666666666667,,,,,568.2329505461227,803.6255402274787,29.6457315,286.6487221031725,,274521.32119,1461339.23440299,,,,,,511826.175,-235.39258968135607,80.90186392181636,4669.0,,,228.0,5.133978833596031
2009-10-01,4897.0,3.264666666666667,,,,,628.660979308094,1042.957434922112,29.3272875,292.4058094287403,,288830.491907,1461344.8106734,,,,,,511826.175,-414.296455614018,-92.56335868527765,4897.0,,,228.0,4.883272649389592
2009-11-01,5126.0,3.417333333333333,,,,,612.990058066526,934.7173129335654,34.5847355,261.58987821087175,,288163.967292,1497004.1257850805,,,,,,511826.175,-321.7272548670394,-25.552641156167624,5126.0,,,229.0,4.676332448437814
2009-12-01,5354.0,3.5693333333333332,,,,,723.3783494852621,1092.3730818030665,44.380790999999995,294.9442841316884,,303537.302256,1536755.0233558,,,,,,601055.462,-368.9947323178044,-29.669657186115955,5354.0,,,228.0,4.447912602419035
2010-01-01,5507.0,3.671333333333333,,,,,656.4771475651874,1237.6522649867331,44.666160000000005,313.1306230479197,,309189.815069,1551744.06835161,,,,,,601055.462,-581.1751174215458,-223.3783343736261,5507.0,,,153.0,2.857676503548756
2010-02-01,5661.0,3.774,,,,,683.0335766681674,973.4400220879818,50.42400000000001,310.08727815946236,,310808.539535,1565386.79999771,,,,,,601055.462,-290.4064454198144,70.10483273964792,5661.0,,,154.0,2.7964408934083806
2010-03-01,5814.0,3.876,,,,,755.9409231632552,976.4628079926936,46.069759999999995,373.23619352060666,,328852.718117,1600964.0323549898,,,,,,601055.462,-220.52188482943836,198.7840686911684,5814.0,,,153.0,2.7027027027026973
2010-04-01,5968.0,3.978666666666667,,,,,495.51039563556634,1001.9664997435898,33.704,339.7262518790919,,325004.73781300004,1603309.5265002,,,,,,601055.462,-506.45610410802345,-133.02585222893163,5968.0,,,154.0,2.6487788097695253
2010-05-01,6121.0,4.080666666666667,,,,,558.6548361540848,1050.561493653169,30.987440000000003,303.04171743955754,,330608.312261,1622304.25147808,,,,,,601055.462,-491.9066574990842,-157.8775000595266,6121.0,,,153.0,2.563672922252014
2010-06-01,6274.0,4.182666666666667,,,,,624.4979662227058,1113.6133375678796,39.3624,343.89562167168805,,322906.975679,1637896.5471094,,,,,,601055.462,-489.1153713451738,-105.85734967348571,6274.0,,,153.0,2.4995915700049
2010-07-01,6428.0,4.285333333333333,,,,,879.2830567824942,1123.5445207668051,55.73832,343.0238810410193,,331813.17170799995,1650967.3556188,,,,,,601055.462,-244.26146398431092,154.50073705670843,6428.0,,,154.0,2.454574434172785
2010-08-01,6581.0,4.387333333333333,,,,,803.0986356591901,1103.5185693013718,49.19024,332.5045531590209,,336798.125384,1679209.74948479,,,,,,601055.462,-300.4199336421817,81.27485951683911,6581.0,,,153.0,2.3802115743621677
2010-09-01,6735.0,4.49,,,,,713.590895198686,1090.3121786553152,41.65832,345.74244236100924,,338471.172369,1718989.26653129,,,,,,601055.462,-376.7212834566292,10.679478904380176,6735.0,,,154.0,2.3400698981917545
2010-10-01,6888.0,4.592,,,,,932.4533918349484,1238.1561552583523,46.0856,376.0436001222503,,348435.009656,1742357.31876087,,,,,,601055.462,-305.7027634234039,116.4264366988466,6888.0,,,153.0,2.2717149220490063
2010-11-01,7042.0,4.6946666666666665,,,,,792.4314493061487,1112.990994749606,63.58088,365.8666819619417,,344090.51870899997,1763573.9418816504,,,,,,601055.462,-320.5595454434573,108.88801651848439,7042.0,,,154.0,2.2357723577235866
2010-12-01,7195.0,4.796666666666667,,,,,730.8555624837272,1428.7200782807124,74.47176,369.6792113356549,,360511.371001,1812999.82935592,,,,,,676865.8250000001,-697.8645157969852,-253.71354446133046,7195.0,,,153.0,2.172678216415802
2011-01-01,7157.0,4.771333333333334,,,,,922.98926208405,1567.907689902411,71.97109,377.01919667028966,,362885.671374,1832033.53629889,,,,,,676865.8250000001,-644.918427818361,-195.9281411480713,7157.0,,,-38.0,-0.528144544822795
2011-02-01,7119.0,4.746,,,,,816.9552807742292,1235.863470371473,63.82309,393.2545824074448,,366083.853379,1863091.55422272,,,,,,676865.8250000001,-418.9081895972439,38.16948281020086,7119.0,,,-38.0,-0.5309487215313657
2011-03-01,7081.0,4.720666666666666,,,,,930.775019639412,1634.1256642064145,72.8761,503.4370141605327,,382139.96322399995,1899804.4483429804,,,,,,676865.8250000001,-703.3506445670025,-127.03753040646984,7081.0,,,-38.0,-0.5337828346677953
2011-04-01,7043.0,4.695333333333333,,,,,748.6356820692486,1490.3264231450498,61.91994999999999,414.8376121203856,,405454.640712,1935746.91477396,,,,,,676865.8250000001,-741.6907410758013,-264.93317895541577,7043.0,,,-38.0,-0.5366473661912119
2011-05-01,7005.0,4.67,,,,,836.1273694186206,1683.2261787866205,47.47471,414.48447238581497,,400028.551853,1957064.3821283004,,,,,,676865.8250000001,-847.0988093679999,-385.13962698218506,7005.0,,,-38.0,-0.5395428084623011
2011-06-01,6967.0,4.644666666666667,,,,,820.4107865890929,1668.6477921008616,52.02692,403.53716320026047,,397194.453357,1992454.6180428504,,,,,,676865.8250000001,-848.2370055117686,-392.67292231150805,6967.0,,,-38.0,-0.5424696645253357
2011-07-01,6929.0,4.6193333333333335,,,,,962.1221847896372,1769.8102606359478,81.27241999999998,415.3978648677539,,413172.099588,2025945.1122480696,,,,,,676865.8250000001,-807.6880758463105,-311.0177909785566,6929.0,,,-38.0,-0.5454284483995986
2011-08-01,6891.0,4.594,,,,,954.1527477935656,1837.0495435101775,70.28911,458.5439144737759,,419936.970645,2059413.2426001104,,,,,,676865.8250000001,-882.8967957166119,-354.0637712428361,6891.0,,,-38.0,-0.5484196853802858
2011-09-01,6853.0,4.568666666666667,,,,,858.3745695451406,1762.638031753822,58.41242999999999,401.6127409142636,,422277.7804380001,2091126.72779216,,,,,,676865.8250000001,-904.2634622086813,-444.23829129441765,6853.0,,,-38.0,-0.5514439123494363
2011-10-01,6815.0,4.543333333333333,,,,,889.1348762817661,1756.9878809580116,67.47611,420.5466910904048,,425459.41163199994,2116658.19002408,,,,,,676865.8250000001,-867.8530046762455,-379.83020358584076,6815.0,,,-38.0,-0.5545016780971856
2011-11-01,6777.0,4.518,,,,,885.7604342675563,1986.4073019166487,88.16233,436.00080638963993,,420345.4279079999,2139727.96907146,,,,,,676865.8250000001,-1100.6468676490924,-576.4837312594525,6777.0,,,-38.0,-0.5575935436537005
2011-12-01,6739.0,4.492666666666667,,,,,933.3820328161256,1875.8120707711691,94.59149,506.169622762994,,439504.299606,2192603.0825096103,,,,,,768312.890208,-942.4300379550435,-341.6689251920495,6739.0,,,-38.0,-0.5607200826324377
2012-01-01,6770.0,4.513333333333334,,,,,888.1768344193363,1915.003349666776,88.89247110000001,472.7576840578115,4.140000000000004,434898.655471,2216985.78110137,,,,,,768312.890208,-1026.8265152474398,-465.17636008962836,6770.0,,,31.0,0.4600089033981236
2012-02-01,6800.0,4.533333333333333,,,,,821.0083740706526,1580.669756343379,84.93674888999998,470.3534018449788,16.290000000000006,439406.569569,2270719.92801005,,,,,,768312.890208,-759.6613822727264,-204.3712315377477,6800.0,,,30.0,0.4431314623338345
2012-03-01,6831.0,4.554,,,,,860.9534070468782,1853.572430961998,92.8967094,564.663615774557,143.75,471146.498426,2321171.4914160003,,,,,,768312.890208,-992.6190239151198,-335.05869874056293,6831.0,,,31.0,0.45588235294118373
2012-04-01,6862.0,4.574666666666666,,,,,747.8077199412343,1440.3974471538768,73.11230459999999,475.16126555624385,7.300000000000003,449306.658279,2353485.21453378,,,,,,768312.890208,-692.5897272126425,-144.31615705639865,6862.0,,,31.0,0.45381349729176623
2012-05-01,6892.0,4.594666666666667,,,,,805.9587920660201,1575.0258405028171,57.27655106,507.1056700307135,10.380000000000004,449479.406362,2351369.8771626703,,,,,,768312.890208,-769.067048436797,-204.68482734608347,6892.0,,,30.0,0.43719032352083076
2012-06-01,6923.0,4.615333333333333,,,,,755.8097439061191,1419.0185200287503,62.766994900000014,452.33050875411266,4.68,457526.1392379999,2381342.88362539,,,,,,768312.890208,-663.2087761226312,-148.11127246851834,6923.0,,,31.0,0.4497968659315177
2012-07-01,6953.0,4.6353333333333335,,,,,794.4485838607419,1325.0006983966075,100.4919912,475.01051159084767,18.56,463412.6274830001,2410233.1574495197,,,,,,768312.890208,-530.5521145358656,44.950388254982045,6953.0,,,30.0,0.4333381482016563
2012-08-01,6984.0,4.656,,,,,828.9094751989539,1750.0125331366398,81.83968,490.06391254912114,21.42,472950.1737,2439376.8422081503,,,,,,768312.890208,-921.1030579376859,-349.1994653885647,6984.0,,,31.0,0.4458507119229127
2012-09-01,7015.0,4.676666666666667,,,,,801.5163159441854,1314.42178035095,68.8496702,511.2188303465269,23.27,473141.729448,2455009.53678854,,,,,,768312.890208,-512.9054644067646,67.1630361397622,7015.0,,,31.0,0.4438717067583031
2012-10-01,7045.0,4.696666666666666,,,,,770.3680166743912,1579.12486874701,79.47875520000001,522.1089073660701,18.65,471116.175271,2463315.5733956,,,,,,768312.890208,-808.7568520726187,-207.16918950654872,7045.0,,,30.0,0.4276550249465494
2012-11-01,7076.0,4.717333333333333,,,,,827.5999432430898,1918.1156798011084,114.7276212,491.2921828051703,11.809999999999995,476890.83256600006,2529841.56119952,,,,,,768312.890208,-1090.5157365580185,-484.49593255284844,7076.0,,,31.0,0.4400283889283152
2012-12-01,7106.0,4.737333333333333,,,,,870.9723909491089,1519.840615281137,133.47473359999998,553.1958336987818,24.92,484362.439386,2593184.85748289,,,,,4761.631898558695,893456.449303,-648.868224332028,37.80234296675394,7106.0,,,30.0,0.423968343697001
2013-01-01,7139.0,4.759333333333333,,,,,728.6704873301528,1532.2395828967108,148.77982369999998,502.2702987304283,-9.941842124446538,484095.99568799994,2627393.92465,,,,,4761.631898558695,893456.449303,-803.569095566558,-152.51897313612972,7139.0,,,33.0,0.4643962848297267
2013-02-01,7172.0,4.781333333333333,,,,,797.7068428421537,1433.2484412832089,153.3895312,469.4230744996838,9.18821590711402,486728.223648,2688229.3947190004,,,,,4761.631898558695,893456.449303,-635.5415984410552,-12.728992741371485,7172.0,,,33.0,0.46224961479199855
2013-03-01,7205.0,4.803333333333334,,,,,832.0258408267106,1544.819950858953,152.3666472,511.3652636863323,40.90851629655184,512395.910826,2749442.043265,,,,,4761.631898558695,893456.449303,-712.7941100322424,-49.0621991459102,7205.0,,,33.0,0.4601226993865115
2013-04-01,7238.0,4.825333333333333,,,,,696.5398243173713,1525.5540429605203,108.6639283,515.3293172313753,31.381666666666668,500287.639121,2788337.4671989996,,,,,4761.631898558695,893456.449303,-829.014218643149,-205.02097311177386,7238.0,,,33.0,0.45801526717557106
2013-05-01,7270.0,4.846666666666667,,,,,793.8675557900644,1548.8009254471533,100.7244642,512.3554990725178,39.11739989056456,507211.303089,2799417.2312509995,,,,,4761.631898558695,893456.449303,-754.9333696570889,-141.85340638457114,7270.0,,,32.0,0.44211108040894675
2013-06-01,7303.0,4.868666666666667,,,,,807.6126751415874,1509.3940455254678,121.50650610000002,528.2331006348323,12.601641331666478,500301.220336,2843835.271227,,,,,4761.631898558695,893456.449303,-701.7813703838805,-52.04176364904811,7303.0,,,33.0,0.4539202200825265
2013-07-01,7336.0,4.890666666666666,,,,,859.3002286407439,1433.0315762055395,144.0328344,526.6277433381692,11.021666666666668,456106.032791,2875610.0534099997,,,,,4761.631898558695,893456.449303,-573.7313475647957,96.92923017337353,7336.0,,,33.0,0.4518690948925208
2013-08-01,7369.0,4.9126666666666665,,,,,918.6373789675208,1474.908208041011,165.90774710000002,540.0171500252005,17.47794740823707,466583.918138,2883489.756548,,,,,4761.631898558695,893456.449303,-556.2708290734902,149.65406805171028,7369.0,,,33.0,0.4498364231188656
2013-09-01,7402.0,4.934666666666667,,,,,899.0348928672161,1486.3308700693876,121.5872601,557.7681820988254,11.10878291744446,465742.69608,2937208.353594,,,,,4761.631898558695,893456.449303,-587.2959772021716,92.05946499665401,7402.0,,,33.0,0.4478219568462505
2013-10-01,7434.0,4.956,,,,,1041.3319298561878,1393.6547102502932,144.08936219999998,572.954526078492,24.55785504611101,466851.637248,3002427.41166,,,,,4761.631898558695,893456.449303,-352.3227803941054,364.7211078843866,7434.0,,,32.0,0.43231559038097167
2013-11-01,7005.112547885943,4.670075031923962,6001.298932181784,73.46792129611,15.496370002560733,913.8704970807928,1031.842627143399,1569.6831663124335,147.268378,567.7798934674968,79.81751853885208,471997.257646,2997741.1264400003,,,,,4761.631898558695,893456.449303,-537.8405391690344,177.20773229846236,7005.112547885943,,,-428.88745211405694,-5.769268928087934
2013-12-01,7495.272121523254,4.996848081015503,6521.128482064121,73.7044,15.5466214006562,883.9103859184876,987.6804415027386,1551.0887289877007,207.1582362,602.83257708076,2.6886511455913222,488585.6129280001,3058792.834393,,,,,3750.6228177222474,983071.5280301364,-563.4082874849621,246.5825257957979,7495.272121523254,,,490.15957363731104,6.997169143060167
2014-01-01,8048.583905345139,5.365722603563426,7037.420353038395,73.4195874522,15.49064669541538,921.274764560043,903.9139666797748,1655.4543712331215,233.33567400000004,555.4649928517975,12.176593416182762,485179.780553,3094569.8302880004,,,,,3750.6228177222474,983071.5280301364,-751.5404045533467,37.260262298450925,8048.583905345139,,,553.311783821885,7.382144034944482
2014-02-01,8259.552166921556,5.506368111281037,7276.541099843131,74.0512772934,8.485246503685474,899.4875669199731,842.3512780193341,1420.4187569877663,225.85842576,502.0028602715727,-38.75316729820259,494615.24951100006,3120240.638883,,,,,3750.6228177222474,983071.5280301364,-578.0674789684322,149.79380706314055,8259.552166921556,,,210.9682615764168,2.6211848451540787
2014-03-01,8059.724448730886,5.373149632487258,7078.31073571379,73.96657342833001,8.478572121788993,897.9827216199715,1070.1044568320217,1672.100925295082,211.80177216,605.8833771114471,-21.46694375832549,521552.3810709999,3165810.2590340003,,,,,4124.136696381473,1075623.7307676708,-601.9964684630604,215.6886808083866,8059.724448730886,,,-199.82771819066966,-2.419352940114039
2014-04-01,8896.731082422368,5.931154054948245,7923.626232286314,74.16086590979,14.69855948174602,883.2569876899939,764.2577702006421,1444.452689961651,179.29954152000005,554.0070764109681,-2.636531184591213,515339.213267,3175118.511267,,,,,4124.136696381473,1075623.7307676708,-680.1949197610089,53.111698169959254,8896.731082422368,,,837.0066336914815,10.38505272749466
2014-05-01,8772.663840758212,5.848442560505474,7791.76453238364,73.71964012677,8.864875280136685,897.3322360300346,883.529809367989,1353.193029538538,143.34602832000002,557.4906459045135,69.91199817401531,499499.478195,3178773.037629,,,,,4124.136696381473,1075623.7307676708,-469.66322017054904,231.1734540539644,8772.663840758212,,,-124.06724166415552,-1.3945261525245
2014-06-01,9164.004705013178,6.1093364700087855,8139.863709469786,73.9790142581,8.89970539347883,940.27626073999,985.6929784578036,1439.4000128990126,164.24634600000002,585.1055018097321,28.800853234459744,507666.620321,3214316.422329,,,,,4535.769637436081,992563.1303418,-453.707034441209,295.6448133685233,9164.004705013178,,,391.3408642549657,4.46091257294936
2014-07-01,8973.741181262614,5.982494120841743,7964.566061151585,73.28128412989999,14.178902448809694,920.7382224700524,956.6346767350084,1845.3214368037536,213.27111432000004,606.6550748186075,36.272422508938114,524505.661594,3230603.8432469997,,,,,4535.769637436081,992563.1303418,-888.6867600687452,-68.76057093013765,8973.741181262614,,,-190.26352375056376,-2.076204998525155
2014-08-01,9185.637359336446,6.123758239557631,8143.508181769976,72.66251674858,9.160660353512815,959.308033520026,992.63269049287,1724.5032441152289,223.37662248,548.0727325527537,-27.604013578433182,532055.401977,3259844.253482,,,,,4535.769637436081,992563.1303418,-731.8705536223589,39.57880141039482,9185.637359336446,,,211.89617807383183,2.361291392226428
2014-09-01,8821.804336421244,5.881202890947496,7837.250892520176,70.95025443659999,8.94735422027554,903.6734398399332,902.8373773847655,1667.4534675979414,168.0032772,574.9856248534595,-9.532112946000709,536887.527139,3316759.922535,,,,,4230.970327536628,962392.2028547,-764.6160902131759,-21.627188159716525,8821.804336421244,,,-363.8330229152016,-3.960890340890666
2014-10-01,8790.920103836674,5.8606134025577825,7839.069332678096,70.74591234403,13.359276456600638,866.7705965699507,901.8375575516689,1750.183376902154,193.53926592000005,600.0567071720749,59.72336616461948,547674.307748,3351268.176702,,,,,4230.970327536628,962392.2028547,-848.345819350485,-54.749846258410116,8790.920103836674,,,-30.884232584570782,-0.35008974816028715
2014-11-01,8330.88205481358,5.553921369875721,7365.591721912065,70.07163129384,9.25504764517636,884.9558162589823,921.1614324694976,1646.8201108412436,190.59580584000005,619.2519676205568,43.330000000000005,551849.9379690001,3398549.0459780004,,,,,4230.970327536628,962392.2028547,-725.658678371746,84.18909508881097,8330.88205481358,,,-460.03804902309275,-5.233104653315134
2014-12-01,8208.41,5.472273333333333,7236.246559593665,69.33322415370999,9.158906440846543,892.7071157494242,1005.11543783744,1797.463646193876,284.43153024,708.8399889603842,12.397221181324385,577911.98693,3460557.80413,,,,,4045.9427475253624,996662.490404,-792.348208356436,200.92331084394823,8208.41,,,-122.47205481358105,-1.4700970918537615
2015-01-01,7252.429999999999,4.834953333333333,6272.15,67.47,8.91,902.96,920.4476963793944,1681.638791031421,258.96368285999995,523.519712878593,0.9048715580525766,576104.549278,3467555.676991,,,,,4045.9427475253624,996662.490404,-761.1910946520267,21.292301086566567,7252.429999999999,,,-955.9800000000005,-11.646348074718492
2015-02-01,7420.4554996301695,4.94697033308678,6477.158042591045,67.3510565931,9.022894577776764,865.9868701999247,907.2515049439392,1529.5265400541437,274.3693088099999,511.6433953413521,27.157818525356724,582954.210491,3492558.750338,,,,,4045.9427475253624,996662.490404,-622.2750351102045,163.73766904114746,7420.4554996301695,,,168.0254996301701,2.3168165653466577
2015-03-01,6819.545505227352,4.5463636701515675,5894.962838339052,66.0158940021,8.84528254195645,848.8034228398043,1068.1060192583625,1580.9272446218558,260.29789790999996,644.2602425886938,10.544939926328809,619560.667225,3553629.065269,,,,,3813.845822658584,1150778.387611,-512.8212253634933,391.7369151352002,6819.545505227352,,,-600.9099944028176,-8.09802032277892
2015-04-01,7454.631473478869,4.96975431565258,6521.749265632507,67.3046369618,14.776070733848243,849.3079943899172,716.9613847423697,1490.4509529838303,202.56367797,585.9398490044716,6.2756059521261705,612655.3409749999,3593405.460566,,,,,3813.845822658584,1150778.387611,-773.4895682414607,15.013958733010895,7454.631473478869,,,635.0859682515174,9.312731585480405
2015-05-01,6845.77,4.563846666666667,5915.14,66.54,11.68,851.51,886.0799616559248,1585.454308617008,188.16409989,537.735348282721,13.285780092106933,589812.1153010001,3641271.029784,,,,,3813.845822658584,1150778.387611,-699.3743469610833,26.525101211637775,6845.77,,,-608.8614734788689,-8.167559666027735
2015-06-01,7525.485379478358,5.016990252985572,6606.369917062229,67.3032013031,11.815671215645803,839.055275989828,945.5608430207932,1678.7413939501655,191.37616047,629.565391314044,-13.343004924055002,608045.12845,3677477.756052,,,,,4162.02452008357,1077714.294986625,-733.1805509293723,87.76100085467169,7525.485379478358,,,679.7153794783571,9.928983583707263
2015-07-01,6808.550649772876,4.53903376651525,5957.693245296405,66.743772963,9.044656539145263,774.0963425498503,937.1303438840304,1533.8807808781642,291.37930764,599.2998373972191,-4.830728168170282,630331.503973,3732237.659718,,,,,4162.02452008357,1077714.294986625,-596.7504369941338,293.9287080430854,6808.550649772876,,,-716.9347297054819,-9.52675732598629
2015-08-01,6457.719028229418,4.305146018819612,5572.66120594564,67.179256102,9.102524183489187,807.7567506599404,802.1047080460835,1523.3760244315254,276.14108009999995,566.0370747735901,-32.15968804631892,637226.513268,3783870.194706,,,,,4162.02452008357,1077714.294986625,-721.2713163854419,120.9068384881482,6457.719028229418,,,-350.8316215434579,-5.15280915998122
2015-09-01,6783.679258500682,4.522452839000455,5907.996188318565,67.17638478459999,9.1045579805808,798.3127981798227,853.1930077327272,1582.7227992084577,237.62950134,584.176236722284,1.3363103368508007,640491.39929,3821803.415061,,,,,3271.830478101733,1153493.607284,-729.5297914757305,92.27594658655335,6783.679258500682,,,325.96023027126466,5.0476062654066345
2015-10-01,6480.684974502037,4.320456649668025,5587.216574092876,66.84762033917,9.058794162850717,816.5994966098302,850.7400210189741,1638.2704551726467,219.2421948,605.1425603891124,-1.2728683657532258,,,,,,,3271.830478101733,1153493.607284,-787.5304341536727,36.85432103543985,6480.684974502037,,,-302.9942839986452,-4.4665184253657175
2015-11-01,7281.211071319568,4.854140714213045,6451.444499890437,65.66559465147,6.670379080575061,756.4681083997755,838.4221305919958,1464.8793205654338,238.91067926999995,574.464192736019,-0.4428710774356261,651125.380073,3945725.864658,,,,,3271.830478101733,1153493.607284,-626.457189973438,186.91768203258107,7281.211071319568,,,800.5260968175307,12.352492058588949
2015-12-01,7303.637753940239,4.86909183596016,6469.407966310271,66.31451239743,6.737492701993582,760.2041775298603,820.500899422696,1644.7273874133791,341.61540474,618.5176333174204,-3.440817615831932,673431.824058,4057212.124732,,,,,3372.692458002465,918336.7397433412,-824.2264879906832,135.90655006673728,7303.637753940239,,,22.426682620671272,0.30800758831190933
2016-01-01,6294.321468539339,4.196214312359559,5423.005238521006,66.0642292255,6.713255529744546,797.5720258499118,898.5946185751349,1589.1274650552757,333.31453919999996,563.4316940355515,-18.88047478137486,718561.431856,4102951.632565,,,,,3372.692458002465,918336.7397433412,-690.5328464801408,206.2133867554105,6294.321468539339,,,-1009.3162854009006,-13.81936398552056
2016-02-01,6573.369087438172,4.3822460582921146,5616.736906599328,66.10299201121,6.824115805846567,881.5525555999861,891.5970221812355,1439.3103148514124,339.17688108,554.1924570180978,8.781888957791374,739336.3821836,4158409.5121876,,,,,3372.692458002465,918336.7397433412,-547.7132926701769,345.65604542792084,6573.369087438172,,,279.0476188988332,4.433323278666101
2016-03-01,6221.186356293166,4.147457570862111,5259.558915701182,67.41949106662,6.961235082625935,886.2643025499652,949.011635083698,1566.028121829301,330.84573323999996,675.7404718166489,-2.401952734517458,791618.1479689999,4206398.9140180005,,,,,3113.194375755814,969827.1808411,-617.016486745603,389.5697183110458,6221.186356293166,,,-352.1827311450061,-5.357720317546654
2016-04-01,6068.525257617199,4.045683505078133,5079.216924212857,67.82673959303,6.984874374828297,913.5118410599722,710.3897803653814,1460.8906891889208,233.95667987999997,578.0044486161236,-6.992528914842932,763101.95354393,4242061.199202931,,,,,3113.194375755814,969827.1808411,-750.5009088235394,61.46021967258412,6068.525257617199,,,-152.66109867596697,-2.453890462894426
2016-05-01,5645.141094794298,3.763427396529532,4705.223632215986,67.13523063808,5.471434500437177,866.3386006198972,780.1272098015405,1589.8369421072923,214.53048816,597.2366386830122,-17.77449497057571,733268.150606,4241083.001838,,,,,3113.194375755814,969827.1808411,-809.7097323057518,2.0573945372605067,5645.141094794298,,,-423.3841628229011,-6.9767224300742665
2016-06-01,5292.27,3.5281800000000003,4277.7,66.94,4.11,942.55,900.5619459385096,1675.802035776332,202.51071431999995,644.480992933533,-3.632252005446034,757159.32989193,4310482.36465593,,,,,2907.969612010151,1020196.62701831,-775.2400898378226,71.7516174157106,5292.27,,,-352.8710947942973,-6.250881755988347
2016-07-01,6489.187703676498,4.326125135784332,5451.791092031718,66.68060537358001,5.492596671936674,964.2565345400168,891.5439655383419,1432.798930567194,359.17094963999995,572.7679136535048,10.098365652837074,774495.69149517,4394704.73125217,,,,,2907.969612010151,1020196.62701831,-541.2549650288521,390.6838982646527,6489.187703676498,,,1196.9177036764977,22.6163386160664
2016-08-01,6598.941049091874,4.399294032727917,5586.730425703543,66.7246322413,4.080487312667312,940.4373046600052,866.3099109246001,1649.0886004680874,319.60314431999996,618.2873505229056,6.72736667415591,785691.0509984,4434839.1879994,,,,,2907.969612010151,1020196.62701831,-782.7786895434873,155.1118052994184,6598.941049091874,,,109.75334541537632,1.6913264098246783
2016-09-01,6455.718499925342,4.303812333283561,5434.128937663378,66.79689373071,4.086190517461111,949.6951694000048,897.8775700778094,1508.2611045601425,254.77082436,577.8753625923472,5.055995843146128,793736.3822349799,4551940.22521998,,,,,3171.4895549904704,993726.61593682,-610.3835344823331,222.26265247001402,6455.718499925342,,,-143.2225491665322,-2.170386856028095
2016-10-01,6053.842609846051,4.035895073230701,5071.877567724941,65.75,4.023167232248938,911.1964802199118,855.0431213174927,1723.5223677947777,258.0648531599999,607.532058283979,8.263228902220327,792756.39764292,4616764.43785792,,,,,3171.4895549904704,993726.61593682,-868.479246477285,-2.882335033305935,6053.842609846051,,,-401.8758900792909,-6.225114835535939
2016-11-01,5644.133101910387,3.762755401273591,4727.600285827104,64.78457874416,2.039137112153782,848.7282595199055,809.6505412056308,1732.0802257051048,286.88417387999993,567.3784015429475,2.041111139064917,798968.06047192,4683234.99907192,,,,,3171.4895549904704,993726.61593682,-922.429684499474,-68.16710907652669,5644.133101910387,,,-409.7095079356641,-6.767759493273029
2016-12-01,6019.035611001512,4.0126904073343415,5121.224243693658,64.33330335003001,2.0267083299205875,830.4773471998664,859.0316990634382,1816.0953106251125,385.66043124,684.6037351582894,27.79739731246515,856146.73752292,4823559.07325292,,,,,3692.3127827922963,981211.41062312,-957.0636115616743,113.20055483661508,6019.035611001512,,,374.90250909112456,6.642339971823663
2017-01-01,5453.161533649116,3.635441022432744,4527.544328579585,65.02720506953,2.05,857.56,864.7176173932837,1798.9439527053685,406.80882336,670.2874237389387,-10.988898759939438,828469.0959526402,4866011.09177864,,,,,3692.3127827922963,981211.41062312,-934.2263353120848,142.8699117868539,5453.161533649116,,,-565.874077352396,-9.401407699235055
2017-02-01,5634.658678738561,3.7564391191590407,4673.162795520925,64.79079993199001,0.1483024169528925,895.5758464400001,867.8069877581088,1611.159888432676,366.300411942,598.086845291198,59.56740481362763,847628.23680664,4951313.42308164,,,,,3692.3127827922963,981211.41062312,-743.3529006745673,221.03435655863063,5634.658678738561,,,181.49714508944544,3.328292110356612
2017-03-01,5117.259154753076,3.411506103168717,4162.082811168235,64.93245159335,0.1550960915885633,889.105719089942,1041.818219027803,1869.3224849354765,348.791831976,643.058386094087,36.743060956141385,892163.73396364,5096203.21065164,,,,,3549.2571767245527,1108282.42926364,-827.5042659076735,164.3459521624136,5117.259154753076,,,-517.3995239854858,-9.182446594996186
