date,gross_reserves_usd_m,import_cover_months,fx_reserves_usd_m,imf_position_usd_m,sdrs_usd_m,gold_usd_m,exports_usd_m,imports_usd_m,tourism_usd_m,remittances_usd_m,cse_net_usd_m,m0_lkr_m,m2_lkr_m,usd_lkr,inflation_yoy_pct,govt_short_term_usd_m,total_short_term_usd_m,portfolio_liabilities_usd_b,total_short_term_debt_lkr_m,trade_balance_usd_m,ca_proxy_usd_m,net_usable_reserves_usd_m,gg_ratio,m2_usd_m,reserve_change_usd_m,reserve_change_pct
2007-12-01,3518.0,2.3453333333333335,,,,,841.5319768948182,1161.1862621074838,,,,264419.4,1147742.4,,,,,,363199.175,-319.6542852126656,-319.6542852126656,3518.0,,,57.0,1.6469228546662773
2008-01-01,3443.0,2.2953333333333332,,,,,552.0744096511238,1176.568587970768,,,,260423.9,1144360.9,,,,,,363199.175,-624.4941783196442,-624.4941783196442,3443.0,,,-75.0,-2.1318931210915326
2008-02-01,3368.0,2.2453333333333334,,,,,639.164335919886,969.418409750152,,,,273009.2,1155184.8,,,,,,363199.175,-330.25407383026607,-330.25407383026607,3368.0,,,-75.0,-2.178332849259368
2008-03-01,3293.0,2.195333333333333,,,,,677.9507634091372,1148.5096303178343,,,,276346.0,1188569.0,,,,,,363199.175,-470.55886690869715,-470.55886690869715,3293.0,,,-75.0,-2.226840855106893
2008-04-01,3218.0,2.1453333333333333,,,,,608.2140579359377,1300.4832040782987,,,,280201.0,1192361.3,,,,,,363199.175,-692.269146142361,-692.269146142361,3218.0,,,-75.0,-2.2775584573337393
2008-05-01,3143.0,2.0953333333333335,,,,,743.8113183015591,1233.450914221645,,,,277575.9,1187326.5,,,,,,363199.175,-489.63959592008587,-489.63959592008587,3143.0,,,-75.0,-2.3306401491609674
2008-06-01,3067.0,2.044666666666666,,,,,652.9925131163194,1205.204210525531,,,,271212.0,1201992.0,,,,,,363199.175,-552.2116974092115,-552.2116974092115,3067.0,,,-76.0,-2.418071905822461
2008-07-01,2992.0,1.9946666666666664,,,,,846.2233781562398,1264.0946348933142,,,,281292.0,1220612.0,,,,,,363199.175,-417.8712567370743,-417.8712567370743,2992.0,,,-75.0,-2.4453863710466206
2008-08-01,2917.0,1.9446666666666668,,,,,758.4715842455379,1271.5511102487849,,,,282575.7,1229068.0,,,,,,363199.175,-513.079526003247,-513.079526003247,2917.0,,,-75.0,-2.5066844919786058
2008-09-01,2842.0,1.8946666666666667,,,,,648.1663782812277,1238.41716734893,,,,280215.0,1248642.0,,,,,,363199.175,-590.2507890677023,-590.2507890677023,2842.0,,,-75.0,-2.571134727459723
2008-10-01,2767.0,1.844666666666667,,,,,659.8740804512345,1239.6003121533588,,,,276102.6,1249205.4,,,,,,363199.175,-579.7262317021243,-579.7262317021243,2767.0,,,-75.0,-2.63898662913441
2008-11-01,2692.0,1.7946666666666666,,,,,643.7034392363593,989.0434339374216,,,,253568.8,1253311.8,,,,,,363199.175,-345.3399947010623,-345.3399947010623,2692.0,,,-75.0,-2.7105168052041884
2008-12-01,2617.0,1.7446666666666666,,,,,679.949763787516,1054.8338038771594,,,,268425.2,1282193.7,,,,,,511826.175,-374.88404008964346,-374.88404008964346,2617.0,,,-75.0,-2.786032689450224
2009-01-01,2845.0,1.8966666666666667,,,,,491.12250528325586,682.61380664753,30.024274,258.01721947794175,,263769.6,1288162.5,,,,,,511826.175,-191.4913013642742,96.55019211366755,2845.0,,,228.0,8.712265953381726
2009-02-01,3073.0,2.048666666666666,,,,,524.2484802781544,606.3115947182515,26.6689045,241.3434650018653,,258097.0,1304602.1,,,,,,511826.175,-82.06311444009714,185.9492550617682,3073.0,,,228.0,8.014059753954307
2009-03-01,3301.0,2.2006666666666668,,,,,632.0015886956218,1023.5566745806852,26.5877325,281.286631035467,,266351.0,1324703.7,,,,,,511826.175,-391.5550858850635,-83.68072234959652,3301.0,,,228.0,7.419459811259355
