model,forecast_origin,forecast_date,horizon,split,actual,forecast,std,lower_80,upper_80,lower_95,upper_95,crps,log_score
ARIMA,2021-01-01,2021-02-01,1,validation,4582.993424023525,5269.248940322174,475.60014996810713,4659.74282355711,5878.755057087239,4337.089775342862,6201.408105301487,449.63681100977607,-8.124532806636015
BVAR,2021-01-01,2021-02-01,1,validation,4582.993424023525,5018.11842724175,494.77966430484537,4384.032773852046,5652.204080631454,4048.368104921462,5987.868749562039,259.160357455887,-7.509751277137074
DMA,2021-01-01,2021-02-01,1,validation,4582.993424023525,5078.945581855845,,,,,,,
DMS,2021-01-01,2021-02-01,1,validation,4582.993424023525,5269.248940322174,,,,,,,
MS-VAR,2021-01-01,2021-02-01,1,validation,4582.993424023525,4555.758409124446,498.44192547865026,3916.979379194018,5194.537439054875,3578.830186801521,5532.686631447372,117.07690821362587,-7.1319183983157775
MS-VECM,2021-01-01,2021-02-01,1,validation,4582.993424023525,5115.945692997886,498.44192547865026,4477.166663067457,5754.724722928315,4139.01747067496,6092.873915320812,324.40666350505745,-7.70205889751038
Naive,2021-01-01,2021-02-01,1,validation,4582.993424023525,4841.863004371764,498.44192547865026,4203.083974441335,5480.642034302193,3864.9347820488388,5818.79122669469,168.945659291966,-7.26529175289782
VECM,2021-01-01,2021-02-01,1,validation,4582.993424023525,5112.234403620398,462.861151890582,4519.05396978506,5705.414837455735,4205.043216072158,6019.425591168637,326.3570377990187,-7.7100611162099275
XGBoost,2021-01-01,2021-02-01,1,validation,4582.993424023525,5639.4501953125,11.317347654255837,5624.946430708372,5653.953959916628,5617.268601509641,5661.631789115359,1050.071641629055,-4360.311088768374
ARIMA,2021-02-01,2021-03-01,1,validation,4055.2,5099.010303827134,475.60014996810713,4489.504187062069,5708.516420592198,4166.851138847821,6031.169468806446,780.2005470891526,-9.491919225638776
BVAR,2021-02-01,2021-03-01,1,validation,4055.2,5009.987529049558,493.7687574284371,4377.197404949935,5642.777653149182,4042.218547798754,5977.756510300363,686.2060846340493,-8.990552314166845
DMA,2021-02-01,2021-03-01,1,validation,4055.2,4883.183636772449,,,,,,,
DMS,2021-02-01,2021-03-01,1,validation,4055.2,5099.010303827134,,,,,,,
MS-VAR,2021-02-01,2021-03-01,1,validation,4055.2,4280.735961489428,498.44192547865026,3641.9569315589993,4919.514991419856,3303.8077391665024,5257.664183812352,156.51514472081254,-7.2327955630974285
MS-VECM,2021-02-01,2021-03-01,1,validation,4055.2,4473.237946455115,498.44192547865026,3834.4589165246866,5112.016976385544,3496.30972413219,5450.16616877804,248.69778512926018,-7.482125550312145
Naive,2021-02-01,2021-03-01,1,validation,4055.2,4841.863004371764,498.44192547865026,4203.083974441335,5480.642034302193,3864.9347820488388,5818.79122669469,529.8317641273662,-8.37585276180764
VECM,2021-02-01,2021-03-01,1,validation,4055.2,5112.234403620398,462.861151890582,4519.05396978506,5705.414837455735,4205.043216072158,6019.425591168637,799.4480237680161,-9.664000561024356
XGBoost,2021-02-01,2021-03-01,1,validation,4055.2,5365.21630859375,11.317347654255837,5350.712543989622,5379.720073197878,5343.034714790891,5387.397902396609,1303.6311789338304,-6702.717290877421
ARIMA,2021-03-01,2021-04-01,1,validation,4470.738472224253,4963.809600560219,475.60014996810713,4354.3034837951545,5573.315717325284,4031.6504355809066,5895.968765539532,298.60182296317765,-7.620925322439779
BVAR,2021-03-01,2021-04-01,1,validation,4470.738472224253,4989.5767310117535,476.7932193162046,4378.541634355831,5600.611827667676,4055.079193079111,5924.074268944396,316.8144121704522,-7.678092509595527
DMA,2021-03-01,2021-04-01,1,validation,4470.738472224253,4686.999109975129,,,,,,,
DMS,2021-03-01,2021-04-01,1,validation,4470.738472224253,4963.809600560219,,,,,,,
MS-VAR,2021-03-01,2021-04-01,1,validation,4470.738472224253,3656.96014519823,498.44192547865026,3018.1811152678015,4295.739175128659,2680.0319228753046,4633.888367521155,554.0067377350206,-8.463189186550178
MS-VECM,2021-03-01,2021-04-01,1,validation,4470.738472224253,4044.2300608447877,498.44192547865026,3405.4510309143593,4683.0090907752165,3067.3018385218625,5021.158283167713,253.80634463874478,-7.496522537429156
Naive,2021-03-01,2021-04-01,1,validation,4470.738472224253,4841.863004371764,498.44192547865026,4203.083974441335,5480.642034302193,3864.9347820488388,5818.79122669469,221.89837621722822,-7.407617303583058
