model,forecast_origin,forecast_date,horizon,split,actual,forecast,std,lower_80,upper_80,lower_95,upper_95,crps,log_score
ARIMA,2021-01-01,2021-02-01,1,validation,4582.993424023525,5126.333594965374,514.1689367574509,4467.3995891092545,5785.267600821493,4118.580996951545,6134.086192979203,330.06438984780476,-7.719834556864723
BVAR,2021-01-01,2021-02-01,1,validation,4582.993424023525,5100.269375783955,540.5743671490832,4407.49544927055,5793.04330229736,4040.7630852062493,6159.775666361661,310.00524381356763,-7.669400156925777
DMA,2021-01-01,2021-02-01,1,validation,4582.993424023525,5177.610913288677,,,,,,,
DMS,2021-01-01,2021-02-01,1,validation,4582.993424023525,5126.333594965374,,,,,,,
MS-VAR,2021-01-01,2021-02-01,1,validation,4582.993424023525,4919.641570594355,537.6041951121811,4230.674072704779,5608.60906848393,3865.9567102368646,5973.3264309518445,207.0921078895154,-7.402124811234775
MS-VECM,2021-01-01,2021-02-01,1,validation,4582.993424023525,4979.060770276834,537.6041951121811,4290.093272387258,5668.028268166409,3925.375909919344,6032.745630634324,237.051436399412,-7.47744421593512
Naive,2021-01-01,2021-02-01,1,validation,4582.993424023525,4841.863004371764,537.6041951121811,4152.8955064821885,5530.8305022613395,3788.178144014274,5895.547864729254,174.42532038392417,-7.321994038077443
VECM,2021-01-01,2021-02-01,1,validation,4582.993424023525,5280.1534871847125,437.16653400764875,4719.902031123329,5840.404943246096,4423.32282528354,6136.984149085885,471.09060855396393,-8.270825421013027
XGBoost,2021-01-01,2021-02-01,1,validation,4582.993424023525,5995.95458984375,3.858929968878578,5991.009172100805,6000.900007586695,5988.391226085886,6003.517953601614,1410.783997728143,-67036.50494629882
ARIMA,2021-02-01,2021-03-01,1,validation,4055.2,5009.607529082072,514.1689367574509,4350.6735232259525,5668.541534938191,4001.854931068243,6017.360127095901,677.0460165663092,-8.884255442896665
BVAR,2021-02-01,2021-03-01,1,validation,4055.2,5115.9385089782545,526.6904696938861,4440.957512984423,5790.919504972086,4083.644157377781,6148.232860578728,772.2000487339334,-9.213588012719978
DMA,2021-02-01,2021-03-01,1,validation,4055.2,5135.543619753502,,,,,,,
DMS,2021-02-01,2021-03-01,1,validation,4055.2,5009.607529082072,,,,,,,
MS-VAR,2021-02-01,2021-03-01,1,validation,4055.2,4629.779956048517,537.6041951121811,3940.812458158942,5318.747453938093,3576.0950956910274,5683.464816406007,349.71919057828256,-7.777205166624389
MS-VECM,2021-02-01,2021-03-01,1,validation,4055.2,4679.7460557341965,537.6041951121811,3990.778557844621,5368.713553623772,3626.0611953767066,5733.430916091686,386.4484724062043,-7.880858907468492
Naive,2021-02-01,2021-03-01,1,validation,4055.2,4841.863004371764,537.6041951121811,4152.8955064821885,5530.8305022613395,3788.178144014274,5895.547864729254,517.5967990398905,-8.276648603111896
VECM,2021-02-01,2021-03-01,1,validation,4055.2,5280.1534871847125,437.16653400764875,4719.902031123329,5840.404943246096,4423.32282528354,6136.984149085885,978.9694576441948,-10.924937159357611
XGBoost,2021-02-01,2021-03-01,1,validation,4055.2,6391.716796875,3.858929968878578,6386.771379132055,6396.662214617945,6384.153433117136,6399.280160632864,2334.339628782918,-183307.14844101554
ARIMA,2021-03-01,2021-04-01,1,validation,4470.738472224253,4954.654824450519,514.1689367574509,4295.7208185944,5613.588830306639,3946.9022264366904,5962.407422464348,289.54267499327807,-7.604383530442007
BVAR,2021-03-01,2021-04-01,1,validation,4470.738472224253,5063.4436577386,542.5084493667927,4368.191105131197,5758.696210346004,4000.1466356710444,6126.740679806157,362.1874754840013,-7.811949930725189
DMA,2021-03-01,2021-04-01,1,validation,4470.738472224253,4930.469591415869,,,,,,,
DMS,2021-03-01,2021-04-01,1,validation,4470.738472224253,4954.654824450519,,,,,,,
MS-VAR,2021-03-01,2021-04-01,1,validation,4470.738472224253,4149.311772020299,537.6041951121811,3460.3442741307235,4838.2792699098745,3095.626911662809,5202.996632377789,200.0981831278642,-7.384795714765026
MS-VECM,2021-03-01,2021-04-01,1,validation,4470.738472224253,4173.123577738939,537.6041951121811,3484.156079849364,4862.091075628515,3119.4387173814494,5226.808438096429,189.7357969451688,-7.359294734924229
Naive,2021-03-01,2021-04-01,1,validation,4470.738472224253,4841.863004371764,537.6041951121811,4152.8955064821885,5530.8305022613395,3788.178144014274,5895.547864729254,223.97038166331797,-7.444339173187204
VECM,2021-03-01,2021-04-01,1,validation,4470.738472224253,5280.1534871847125,437.16653400764875,4719.902031123329,5840.404943246096,4423.32282528354,6136.984149085885,573.7227293279572,-8.713283851297652
XGBoost,2021-03-01,2021-04-01,1,validation,4470.738472224253,6050.73681640625,3.858929968878578,6045.791398663305,6055.682234149195,6043.173452648386,6058.300180164114,1577.8211760899153,-83822.62004935836
ARIMA,2021-01-01,2021-04-01,3,validation,4470.738472224253,5073.305670088443,793.3521410579802,4056.5839916871105,6090.027348489775,3518.3640465571034,6628.247293619782,359.6875030493021,-7.883641396833345
BVAR,2021-01-01,2021-04-01,3,validation,4470.738472224253,5256.224184534325,774.1789269401806,4264.073968702189,6248.3744003664615,3738.861370141747,6773.586998926903,474.15616613709267,-8.085453076599673
DMA,2021-01-01,2021-04-01,3,validation,4470.738472224253,5106.328844097753,,,,,,,
DMS,2021-01-01,2021-04-01,3,validation,4470.738472224253,5073.305670088443,,,,,,,
