model,forecast_origin,forecast_date,horizon,split,actual,forecast,std,lower_80,upper_80,lower_95,upper_95,crps,log_score
ARIMA,2019-01-01,2019-02-01,1,validation,6035.155009941658,6719.354169542976,498.7279402189661,6080.208596974327,7358.499742111625,5741.865368629984,7696.842970455968,441.72102188090287,-8.07203839144761
BVAR,2019-01-01,2019-02-01,1,validation,6035.155009941658,6264.218393949764,584.9881268570487,5514.525944150876,7013.910843748651,5117.662733926431,7410.774053973096,172.04127697840173,-7.367193337702099
DMA,2019-01-01,2019-02-01,1,validation,6035.155009941658,6327.4717739887465,,,,,,,
DMS,2019-01-01,2019-02-01,1,validation,6035.155009941658,6719.354169542976,,,,,,,
MS-VAR,2019-01-01,2019-02-01,1,validation,6035.155009941658,6427.755972549641,583.7124491013731,5679.698369575671,7175.813575523612,5283.700594983312,7571.8113501159705,237.95700033421087,-7.514537748676456
MS-VECM,2019-01-01,2019-02-01,1,validation,6035.155009941658,6112.322393876697,583.7124491013731,5364.264790902726,6860.379996850667,4968.267016310368,7256.377771443026,140.47460793293035,-7.297085568571002
Naive,2019-01-01,2019-02-01,1,validation,6035.155009941658,6152.196208752774,583.7124491013731,5404.138605778803,6900.253811726744,5008.140831186444,7296.251586319103,145.74185033215073,-7.308449492030284
VECM,2019-01-01,2019-02-01,1,validation,6035.155009941658,6430.1139706556205,531.389138953672,5749.111387715932,7111.116553595309,5388.610396530701,7471.61754478054,236.1873992521877,-7.470648980301258
XGBoost,2019-01-01,2019-02-01,1,validation,6035.155009941658,6186.34130859375,1.3800088508540465,6184.5727560904725,6188.1098610970275,6183.636540947729,6189.046076239771,150.4077120332363,-6002.344710700526
ARIMA,2019-02-01,2019-03-01,1,validation,7629.241941007436,6714.681634964301,498.7279402189661,6075.536062395652,7353.8272075329505,5737.19283405131,7692.170435877293,646.2557599979045,-8.812384785792988
BVAR,2019-02-01,2019-03-01,1,validation,7629.241941007436,6285.402925039084,584.1481817637288,5536.786908189512,7034.018941888656,5140.49352714765,7430.312322930518,1018.5401975563775,-9.935267461710577
DMA,2019-02-01,2019-03-01,1,validation,7629.241941007436,6231.627742559029,,,,,,,
DMS,2019-02-01,2019-03-01,1,validation,7629.241941007436,6714.681634964301,,,,,,,
MS-VAR,2019-02-01,2019-03-01,1,validation,7629.241941007436,6145.190176175209,583.7124491013731,5397.132573201238,6893.247779149179,5001.1347986088795,7289.245553741538,1156.7770450244316,-10.520338380948669
MS-VECM,2019-02-01,2019-03-01,1,validation,7629.241941007436,6108.625200294966,583.7124491013731,5360.567597320995,6856.682803268936,4964.569822728637,7252.680577861295,1192.9736901864599,-10.681563961264889
Naive,2019-02-01,2019-03-01,1,validation,7629.241941007436,6152.196208752774,583.7124491013731,5404.138605778803,6900.253811726744,5008.140831186444,7296.251586319103,1149.849481953067,-10.489894714686494
VECM,2019-02-01,2019-03-01,1,validation,7629.241941007436,6430.1139706556205,531.389138953672,5749.111387715932,7111.116553595309,5388.610396530701,7471.61754478054,903.7393706188542,-9.740534691373362
XGBoost,2019-02-01,2019-03-01,1,validation,7629.241941007436,5785.18408203125,1.3800088508540465,5783.4155295279725,5786.9526345345275,5782.479314385229,5787.888849677271,1843.279272357331,-892803.6375103595
ARIMA,2019-03-01,2019-04-01,1,validation,7213.972057497156,6687.140454130929,498.7279402189661,6047.99488156228,7326.2860266995785,5709.651653217938,7664.629255043921,320.01638468255186,-7.688937659564191
BVAR,2019-03-01,2019-04-01,1,validation,7213.972057497156,6244.675177768175,569.7985978136168,5514.448892694789,6974.901462841561,5127.890447612093,7361.459907924256,668.6063079938644,-8.711129372859615
DMA,2019-03-01,2019-04-01,1,validation,7213.972057497156,6484.119199807779,,,,,,,
DMS,2019-03-01,2019-04-01,1,validation,7213.972057497156,6687.140454130929,,,,,,,
MS-VAR,2019-03-01,2019-04-01,1,validation,7213.972057497156,7084.359409427944,583.7124491013731,6336.301806453974,7832.417012401915,5940.304031861615,8228.414786994274,147.84540427266697,-7.3129998475843525
MS-VECM,2019-03-01,2019-04-01,1,validation,7213.972057497156,5975.72417791901,583.7124491013731,5227.666574945039,6723.78178089298,4831.668800352681,7119.779555485339,916.0414377780387,-9.53837167661463
Naive,2019-03-01,2019-04-01,1,validation,7213.972057497156,6152.196208752774,583.7124491013731,5404.138605778803,6900.253811726744,5008.140831186444,7296.251586319103,748.3364302003959,-8.942736562197203
VECM,2019-03-01,2019-04-01,1,validation,7213.972057497156,6430.1139706556205,531.389138953672,5749.111387715932,7111.116553595309,5388.610396530701,7471.61754478054,517.0107362384168,-8.282409699513275
XGBoost,2019-03-01,2019-04-01,1,validation,7213.972057497156,6814.625,1.3800088508540465,6812.8564474967225,6816.3935525032775,6811.920232353979,6817.329767646021,398.56847087830056,-41871.65340880204
ARIMA,2019-01-01,2019-04-01,3,validation,7213.972057497156,6708.94286378027,790.7600538605423,5695.543078784844,7722.342648775697,5159.081637800697,8258.804089759844,309.271228231879,-7.795878327821444
BVAR,2019-01-01,2019-04-01,3,validation,7213.972057497156,6242.688729628237,897.4635134237047,5092.542958980572,7392.8345002759015,4483.692565879044,8001.684893377429,592.4940539753907,-8.304147679284467
DMA,2019-01-01,2019-04-01,3,validation,7213.972057497156,6113.778305605856,,,,,,,
DMS,2019-01-01,2019-04-01,3,validation,7213.972057497156,6708.94286378027,,,,,,,
MS-VAR,2019-01-01,2019-04-01,3,validation,7213.972057497156,6356.899451827375,583.7124491013731,5608.841848853404,7104.957054801345,5212.8440742610455,7500.954829393704,564.5099966932224,-8.36631861750232
MS-VECM,2019-01-01,2019-04-01,3,validation,7213.972057497156,5432.577252842045,583.7124491013731,4684.519649868074,6180.634855816015,4288.5218752757155,6576.632630408374,1452.4411255688792,-11.945199224442332
Naive,2019-01-01,2019-04-01,3,validation,7213.972057497156,6152.196208752774,583.7124491013731,5404.138605778803,6900.253811726744,5008.140831186444,7296.251586319103,748.3364302003959,-8.942736562197203
VECM,2019-01-01,2019-04-01,3,validation,7213.972057497156,6353.118730066544,531.389138953672,5672.116147126856,7034.121313006232,5311.615155941625,7394.622304191464,584.608409387673,-8.506642036825927
XGBoost,2019-01-01,2019-04-01,3,validation,7213.972057497156,5550.02490234375,1.3800088508540465,5548.2563498404725,5551.7934548470275,5547.320134697729,5552.729669989771,1663.1685685345506,-726919.0682214185
ARIMA,2019-04-01,2019-05-01,1,validation,6722.612629789063,7071.821250280727,498.7279402189661,6432.675677712078,7710.9668228493765,6094.3324493677355,8049.310051193719,210.29950151594875,-7.376138331030793
BVAR,2019-04-01,2019-05-01,1,validation,6722.612629789063,6237.79172980945,596.2884096885011,5473.617384856812,7001.966074762087,5069.087922421355,7406.495537197545,288.4862065088435,-7.640199881272382
DMA,2019-04-01,2019-05-01,1,validation,6722.612629789063,6705.360439387012,,,,,,,
DMS,2019-04-01,2019-05-01,1,validation,6722.612629789063,7071.821250280727,,,,,,,
MS-VAR,2019-04-01,2019-05-01,1,validation,6722.612629789063,7074.336874323478,583.7124491013731,6326.279271349507,7822.394477297448,5930.2814967571485,8218.392251889807,218.49283046102533,-7.469888840903314
MS-VECM,2019-04-01,2019-05-01,1,validation,6722.612629789063,6606.747905168281,583.7124491013731,5858.690302194311,7354.805508142252,5462.692527601952,7750.803282734611,145.55581317416326,-7.308047391143681
Naive,2019-04-01,2019-05-01,1,validation,6722.612629789063,6152.196208752774,583.7124491013731,5404.138605778803,6900.253811726744,5008.140831186444,7296.251586319103,342.6493006862771,-7.765828053550089
VECM,2019-04-01,2019-05-01,1,validation,6722.612629789063,6430.1139706556205,531.389138953672,5749.111387715932,7111.116553595309,5388.610396530701,7471.61754478054,186.8401372734752,-7.345926075510083
XGBoost,2019-04-01,2019-05-01,1,validation,6722.612629789063,7364.51513671875,1.3800088508540465,7362.7465842154725,7366.2836892220275,7361.810369072729,7367.219904364771,641.1239203108312,-108180.60016980834
ARIMA,2019-02-01,2019-05-01,3,validation,6722.612629789063,6704.270329201597,790.7600538605423,5690.87054420617,7717.670114197023,5154.409103222023,8254.13155518117,184.96638244787263,-7.592202131877151
BVAR,2019-02-01,2019-05-01,3,validation,6722.612629789063,6206.4176738875585,924.5604358915816,5021.545799829734,7391.289547945383,4394.312518009455,8018.522829765662,328.1438202195309,-7.904114166739559
DMA,2019-02-01,2019-05-01,3,validation,6722.612629789063,6072.334143551074,,,,,,,
DMS,2019-02-01,2019-05-01,3,validation,6722.612629789063,6704.270329201597,,,,,,,
MS-VAR,2019-02-01,2019-05-01,3,validation,6722.612629789063,6102.331468481816,583.7124491013731,5354.273865507846,6850.3890714557865,4958.276090915487,7246.386846048145,377.16033236390103,-7.852957935540841
MS-VECM,2019-02-01,2019-05-01,3,validation,6722.612629789063,5326.955766342228,583.7124491013731,4578.898163368258,6075.013369316199,4182.900388775899,6471.011143908558,1069.595508216589,-10.14678914193104
Naive,2019-02-01,2019-05-01,3,validation,6722.612629789063,6152.196208752774,583.7124491013731,5404.138605778803,6900.253811726744,5008.140831186444,7296.251586319103,342.6493006862771,-7.765828053550089
VECM,2019-02-01,2019-05-01,3,validation,6722.612629789063,6353.118730066544,531.389138953672,5672.116147126856,7034.121313006232,5311.615155941625,7394.622304191464,222.7418577499757,-7.436179075196077
XGBoost,2019-02-01,2019-05-01,3,validation,6722.612629789063,5661.048828125,1.3800088508540465,5659.2802756217225,5662.8173806282775,5658.344060478979,5663.753595771021,1060.7852150452077,-295869.5590822181
ARIMA,2019-05-01,2019-06-01,1,validation,8864.984523119312,7101.111004819657,498.7279402189661,6461.965432251008,7740.256577388306,6123.622203906665,8078.599805732649,1482.546631647966,-13.385281650591528
BVAR,2019-05-01,2019-06-01,1,validation,8864.984523119312,6261.315034512098,564.9858596528815,5537.256521563159,6985.373547461036,5153.9630978180785,7368.666971206117,2284.910799691163,-17.8743219632669
DMA,2019-05-01,2019-06-01,1,validation,8864.984523119312,6584.01865498226,,,,,,,
DMS,2019-05-01,2019-06-01,1,validation,8864.984523119312,7101.111004819657,,,,,,,
MS-VAR,2019-05-01,2019-06-01,1,validation,8864.984523119312,6856.969254568645,583.7124491013731,6108.911651594674,7605.026857542615,5712.9138770023155,8001.024632134974,1678.7770989366168,-13.205408936276434
MS-VECM,2019-05-01,2019-06-01,1,validation,8864.984523119312,6378.551088129526,583.7124491013731,5630.493485155555,7126.608691103496,5234.495710563197,7522.606465695855,2157.1114747603187,-16.36082173725601
Naive,2019-05-01,2019-06-01,1,validation,8864.984523119312,6152.196208752774,583.7124491013731,5404.138605778803,6900.253811726744,5008.140831186444,7296.251586319103,2383.464210643909,-18.087853377396787
VECM,2019-05-01,2019-06-01,1,validation,8864.984523119312,6430.1139706556205,531.389138953672,5749.111387715932,7111.116553595309,5388.610396530701,7471.61754478054,2135.0668162266898,-17.692187616800698
