model,forecast_origin,forecast_date,horizon,split,actual,forecast,std,lower_80,upper_80,lower_95,upper_95,crps,log_score
ARIMA,2019-01-01,2019-02-01,1,validation,6035.155009941658,6575.602384861986,508.8221240594549,5923.52059518966,7227.684174534313,5578.329347168311,7572.875422555661,328.59145744310047,-7.71512242113975
BVAR,2019-01-01,2019-02-01,1,validation,6035.155009941658,6327.5433244722335,577.7042383881333,5587.185553343939,7067.901095600528,5195.263823515382,7459.822825429085,192.81493753717842,-7.406079865250348
DMA,2019-01-01,2019-02-01,1,validation,6035.155009941659,6353.271249598461,,,,,,,
DMS,2019-01-01,2019-02-01,1,validation,6035.155009941659,6575.602384861986,,,,,,,
MS-VAR,2019-01-01,2019-02-01,1,validation,6035.155009941658,6336.504853675726,585.2012599253533,5586.539262859483,7086.470444491969,5189.531460514602,7483.478246836849,197.3339991128854,-7.423481506903288
Naive,2019-01-01,2019-02-01,1,validation,6035.155009941658,6152.196208752774,585.2012599253533,5402.2306179365305,6902.161799569017,5005.22281559165,7299.169601913897,146.06619628116835,-7.3108946789220095
VECM,2019-01-01,2019-02-01,1,validation,6035.155009941658,6291.1537727030445,511.9025155699378,5635.124302467967,6947.183242938122,5287.84327859054,7294.464266815549,169.6644944774925,-7.282119145557607
XGBoost,2019-01-01,2019-02-01,1,validation,6035.155009941658,6436.626953125,0.9797225493663407,6435.37138815806,6437.88251809194,6434.7067322134,6438.5471740366,400.91919392622253,-83961.2400025118
ARIMA,2019-02-01,2019-03-01,1,validation,7629.241941007436,6805.324874815806,508.8221240594549,6153.243085143479,7457.406664488132,5808.051837122131,7802.597912509481,559.4434695718379,-8.462044081474557
BVAR,2019-02-01,2019-03-01,1,validation,7629.241941007436,6309.746371349826,583.400757260527,5562.0882175424595,7057.404525157193,5166.301898565831,7453.190844133822,995.1231602641066,-9.845526414024988
DMA,2019-02-01,2019-03-01,1,validation,7629.241941007436,6391.278670419235,,,,,,,
DMS,2019-02-01,2019-03-01,1,validation,7629.241941007436,6805.324874815806,,,,,,,
MS-VAR,2019-02-01,2019-03-01,1,validation,7629.241941007436,6540.674623018956,585.2012599253533,5790.7090322027125,7290.640213835199,5393.701229857832,7687.648016180079,772.7426046958301,-9.02098987760389
Naive,2019-02-01,2019-03-01,1,validation,7629.241941007436,6152.196208752774,585.2012599253533,5402.2306179365305,6902.161799569017,5005.22281559165,7299.169601913897,1149.0582566158182,-10.476172660486458
VECM,2019-02-01,2019-03-01,1,validation,7629.241941007436,6291.1537727030445,511.9025155699378,5635.124302467967,6947.183242938122,5287.84327859054,7294.464266815549,1050.711492180625,-10.573443043242102
XGBoost,2019-02-01,2019-03-01,1,validation,7629.241941007436,6248.576171875,0.9797225493663407,6247.32060690806,6249.83173684194,6246.6559509634,6250.4963927866,1380.1130198753171,-992981.8364387095
ARIMA,2019-03-01,2019-04-01,1,validation,7213.972057497156,6683.348071967142,508.8221240594549,6031.266282294815,7335.429861639468,5686.075034273466,7680.621109660817,321.642176992409,-7.694802697480656
BVAR,2019-03-01,2019-04-01,1,validation,7213.972057497156,6247.291859657249,591.1761692473538,5489.669114445407,7004.914604869091,5088.607859414112,7405.975859900386,658.4251626937264,-8.637961481956781
DMA,2019-03-01,2019-04-01,1,validation,7213.972057497155,6530.135839173888,,,,,,,
DMS,2019-03-01,2019-04-01,1,validation,7213.972057497155,6683.348071967142,,,,,,,
MS-VAR,2019-03-01,2019-04-01,1,validation,7213.972057497156,6845.053149306864,585.2012599253533,6095.087558490621,7595.018740123107,5698.07975614574,7992.026542467987,226.5863601590925,-7.489605089869137
Naive,2019-03-01,2019-04-01,1,validation,7213.972057497156,6152.196208752774,585.2012599253533,5402.2306179365305,6902.161799569017,5005.22281559165,7299.169601913897,747.7245523705122,-8.936876745787796
VECM,2019-03-01,2019-04-01,1,validation,7213.972057497156,6291.1537727030445,511.9025155699378,5635.124302467967,6947.183242938122,5287.84327859054,7294.464266815549,648.5238726761355,-8.781977306643343
XGBoost,2019-03-01,2019-04-01,1,validation,7213.972057497156,6961.77197265625,0.9797225493663407,6960.51640768931,6963.02753762319,6959.85175174465,6963.69219356785,251.6473355837868,-33133.40200246779
ARIMA,2019-01-01,2019-04-01,3,validation,7213.972057497156,6535.6663634469105,816.3469183442942,5489.4756922149445,7581.8570346788765,4935.655804601878,8135.676922291943,403.52749215859114,-7.9689784416420695
BVAR,2019-01-01,2019-04-01,3,validation,7213.972057497156,6363.69743682571,918.7994278091114,5186.208591695093,7541.186281956327,4562.883649303892,8164.511224347528,508.0089917962577,-8.170206718275098
DMA,2019-01-01,2019-04-01,3,validation,7213.972057497155,-29956.532622287745,,,,,,,
DMS,2019-01-01,2019-04-01,3,validation,7213.972057497155,6535.6663634469105,,,,,,,
MS-VAR,2019-01-01,2019-04-01,3,validation,7213.972057497156,6328.805997373304,585.2012599253533,5578.840406557061,7078.771588189547,5181.832604212181,7475.779390534428,588.3302720658878,-8.434849527606163
Naive,2019-01-01,2019-04-01,3,validation,7213.972057497156,6152.196208752774,585.2012599253533,5402.2306179365305,6902.161799569017,5005.22281559165,7299.169601913897,747.7245523705122,-8.936876745787796
VECM,2019-01-01,2019-04-01,3,validation,7213.972057497156,-211318.98312684393,511.9025155699378,-211975.012597079,-210662.95365660885,-212322.29362095642,-210315.67263273144,218244.14511726465,-91130.43924015075
XGBoost,2019-01-01,2019-04-01,3,validation,7213.972057497156,6199.42138671875,0.9797225493663407,6198.16582175181,6200.67695168569,6197.50116580715,6201.34160763035,1013.9979215212869,-536181.726635222
ARIMA,2019-04-01,2019-05-01,1,validation,6722.612629789063,7535.4556807853605,508.8221240594549,6883.373891113034,8187.537470457687,6538.182643091685,8532.728718479037,549.5627639927321,-8.427039234749886
BVAR,2019-04-01,2019-05-01,1,validation,6722.612629789063,6308.212910146687,609.3889682490449,5527.249523861271,7089.176296432103,5113.83247980257,7502.593340490805,250.6940086324132,-7.562612282206435
DMA,2019-04-01,2019-05-01,1,validation,6722.612629789063,6809.248032497283,,,,,,,
DMS,2019-04-01,2019-05-01,1,validation,6722.612629789063,7535.4556807853605,,,,,,,
MS-VAR,2019-04-01,2019-05-01,1,validation,6722.612629789063,7545.50770853333,585.2012599253533,6795.5421177170865,8295.473299349573,6398.534315372206,8692.481101694453,535.0667548941856,-8.279557692732551
Naive,2019-04-01,2019-05-01,1,validation,6722.612629789063,6152.196208752774,585.2012599253533,5402.2306179365305,6902.161799569017,5005.22281559165,7299.169601913897,342.5471323168698,-7.76594896673701
VECM,2019-04-01,2019-05-01,1,validation,6722.612629789063,6291.1537727030445,511.9025155699378,5635.124302467967,6947.183242938122,5287.84327859054,7294.464266815549,256.6919294403746,-7.512273801759828
XGBoost,2019-04-01,2019-05-01,1,validation,6722.612629789063,7022.9619140625,0.9797225493663407,7021.70634909556,7024.21747902944,7021.0416931509,7024.8821349741,299.7965350163174,-46992.148617848274
ARIMA,2019-02-01,2019-05-01,3,validation,6722.612629789063,6765.388853400729,816.3469183442942,5719.198182168762,7811.579524632696,5165.378294555696,8365.399412245763,191.67018716334502,-7.625150800069028
BVAR,2019-02-01,2019-05-01,3,validation,6722.612629789063,6382.99829142262,915.3872440311349,5209.882335754596,7556.114247090644,4588.872261214268,8177.124321630972,263.6189598199482,-7.807108524836277
DMA,2019-02-01,2019-05-01,3,validation,6722.612629789063,-29956.81022145579,,,,,,,
DMS,2019-02-01,2019-05-01,3,validation,6722.612629789063,6765.388853400729,,,,,,,
MS-VAR,2019-02-01,2019-05-01,3,validation,6722.612629789063,6439.489128126783,585.2012599253533,5689.52353731054,7189.454718943026,5292.515734965659,7586.462521287906,190.36291078405725,-7.407928164736365
Naive,2019-02-01,2019-05-01,3,validation,6722.612629789063,6152.196208752774,585.2012599253533,5402.2306179365305,6902.161799569017,5005.22281559165,7299.169601913897,342.5471323168698,-7.76594896673701
VECM,2019-02-01,2019-05-01,3,validation,6722.612629789063,-211318.98312684393,511.9025155699378,-211975.012597079,-210662.95365660885,-212322.29362095642,-210315.67263273144,217752.78568955653,-90721.1284570542
XGBoost,2019-02-01,2019-05-01,3,validation,6722.612629789063,5838.04931640625,0.9797225493663407,5836.79375143931,5839.30488137319,5836.12909549465,5839.96953731785,884.0105641256939,-407589.13681286137
ARIMA,2019-05-01,2019-06-01,1,validation,8864.984523119312,7154.532153523807,508.8221240594549,6502.450363851481,7806.613943196134,6157.259115830132,8151.805191217482,1423.4823658435428,-12.801187334624615
BVAR,2019-05-01,2019-06-01,1,validation,8864.984523119312,6310.2124073072955,594.8818222137043,5547.840676735061,7072.58413787953,5144.265460710908,7476.159353903683,2219.1481699107153,-16.5290427626977
DMA,2019-05-01,2019-06-01,1,validation,8864.984523119312,6549.9686336821505,,,,,,,
DMS,2019-05-01,2019-06-01,1,validation,8864.984523119312,7154.532153523807,,,,,,,
