model,varset,candidate_id,seq_length,units,dropout,learning_rate,epochs,batch_size,early_stopping_monitor,early_stopping_patience,seed_base,fold1_train_sequences,fold1_val_sequences,fold1_rmse,fold1_epochs,fold2_train_sequences,fold2_val_sequences,fold2_rmse,fold2_epochs,fold3_train_sequences,fold3_val_sequences,fold3_rmse,fold3_epochs,mean_validation_rmse,std_validation_rmse,mean_trained_epochs
LSTM,parsimonious,1,6,32,0.3,0.001,60,16,val_loss,10,42,33,39,1381.4511285933893,43,72,39,731.5125347064383,56,111,39,988.9718835585427,13,1033.9785156194569,267.23802330885553,37.333333333333336
LSTM,parsimonious,2,12,32,0.2,0.001,60,16,val_loss,10,42,27,39,1137.5597861415104,33,66,39,730.4387677526655,60,105,39,970.1468941438357,20,946.0484826793372,167.07768847620306,37.666666666666664
LSTM,parsimonious,3,6,16,0.2,0.001,60,16,val_loss,10,42,33,39,891.6339921964222,60,72,39,633.9375794666342,43,111,39,1196.8897400074877,15,907.4871038901814,230.097478802912,39.333333333333336
