date,horizon,ARIMA,BVAR,MS-VAR,MS-VECM,Naive,VECM,XGBoost,varset,split_label,train_end,valid_end
2023-08-01,1,1.3182506247132168e-12,1.3182506247132168e-12,4.400309229623622e-05,0.9999559968932891,9.141695600831029e-12,1.3182506247132168e-12,1.3182506247132168e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-09-01,1,1.3182518407818872e-12,1.3182518407818872e-12,3.4534116770769484e-05,0.9999654658754707,2.4855861506571117e-12,1.3182518407818872e-12,1.3182518407818872e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-10-01,1,1.3182529011874897e-12,1.3182529011874897e-12,2.646805712545969e-05,0.9999735319362832,1.3182529011874897e-12,1.3182529011874897e-12,1.3182529011874897e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-11-01,1,1.3182532004968661e-12,1.3182532004968661e-12,2.4228565420884818e-05,0.9999757714279878,1.3182532004968661e-12,1.3182532004968661e-12,1.3182532004968661e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-12-01,1,1.3182532582201629e-12,1.3182532582201629e-12,2.3798739756376017e-05,0.9999762012536524,1.3182532582201629e-12,1.3182532582201629e-12,1.3182532582201629e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-01-01,1,1.318252738020836e-12,1.318252738020836e-12,2.7696198849494295e-05,0.9999723037945593,1.318252738020836e-12,1.318252738020836e-12,1.318252738020836e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-02-01,1,1.3182503529752923e-12,1.3182503529752923e-12,4.6147164320339484e-05,0.9999538528290883,1.3182503529752923e-12,1.3182503529752923e-12,1.3182503529752923e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-03-01,1,1.3182513729038847e-12,1.3182513729038847e-12,3.8151750063373514e-05,0.9999618482433453,1.3182513729038847e-12,1.3182513729038847e-12,1.3182513729038847e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-04-01,1,1.3182516089169542e-12,1.3182516089169542e-12,3.632271638488847e-05,0.9999636772770238,1.3182516089169542e-12,1.3182516089169542e-12,1.3182516089169542e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-05-01,1,6.589932378954094e-12,5.82429904559249e-12,0.0002132141828035716,0.9997867857852434,5.932719622013913e-12,5.987416466981719e-12,7.618612958413244e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-06-01,1,3.5873027086446402e-12,2.769335178325453e-12,0.0003613280186381721,0.9996386719632325,2.8936952053722765e-12,2.9078206809847337e-12,5.971263567952812e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-07-01,1,1.3182049471990673e-12,1.3182049471990673e-12,0.0004690917738814284,0.9995309082183532,1.3182049471990673e-12,1.3182049471990673e-12,2.4925346805724435e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-08-01,1,1.3181882653007417e-12,1.3181882653007417e-12,0.0006425719735681212,0.999357428019841,1.3181882653007417e-12,1.3181882653007417e-12,1.3181882653007417e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-09-01,1,2.5555908322607266e-12,2.0229112779629765e-12,0.0027030216807641355,0.9972969783040979,1.8212591791628302e-12,2.5088923038451397e-12,6.229344215414119e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-10-01,1,1.3180035003521566e-12,1.3180035003521566e-12,0.0028755491706801244,0.99712445082149,1.3180035003521566e-12,1.3180035003521566e-12,2.557751826537008e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-11-01,1,5.366982097666301e-12,3.16593475041001e-12,0.01764082938582764,0.9823591705448043,2.466153911762307e-12,5.559288419999223e-12,5.2809752784301336e-11,parsimonious,baseline,2019-12-01,2022-12-01
2024-12-01,1,1.3170568382795653e-12,1.3170568382795653e-12,0.018588629365762745,0.9814113706030447,1.3170568382795653e-12,1.3170568382795653e-12,2.592436790011025e-11,parsimonious,baseline,2019-12-01,2022-12-01
2025-01-01,1,1.3175390178107195e-12,1.3175390178107195e-12,0.009889476883924156,0.9901105230818843,1.3175390178107195e-12,1.3175390178107195e-12,2.892141494784881e-11,parsimonious,baseline,2019-12-01,2022-12-01
2025-02-01,1,1.3173770210757571e-12,1.3173770210757571e-12,0.012669738232749445,0.9873302617373857,1.3173770210757571e-12,1.3173770210757571e-12,2.4595376912188107e-11,parsimonious,baseline,2019-12-01,2022-12-01
2025-03-01,1,1.3173904431054314e-12,1.3173904431054314e-12,0.012433672433618285,0.9875663275429715,1.3173904431054314e-12,1.3173904431054314e-12,1.8140715634006698e-11,parsimonious,baseline,2019-12-01,2022-12-01
2025-04-01,1,1.3172654989548041e-12,1.3172654989548041e-12,0.014669571462555363,0.9853304285106987,1.3172654989548041e-12,1.3172654989548041e-12,2.1476806047844464e-11,parsimonious,baseline,2019-12-01,2022-12-01
2025-05-01,1,1.3172944325368881e-12,1.3172944325368881e-12,0.014144225036570814,0.9858557749419641,1.3172944325368881e-12,1.3172944325368881e-12,1.619591530264374e-11,parsimonious,baseline,2019-12-01,2022-12-01
2025-06-01,1,1.3172628516675067e-12,1.3172628516675067e-12,0.01471786277336746,0.9852821372103662,1.3172628516675067e-12,1.3172628516675067e-12,1.0997310834859959e-11,parsimonious,baseline,2019-12-01,2022-12-01
2025-07-01,1,1.7552880118942796e-12,1.5679701244932979e-12,0.01226310674302601,0.9877368932358898,1.6238647945619083e-12,1.553665377709906e-12,1.4583609267560858e-11,parsimonious,baseline,2019-12-01,2022-12-01
2025-08-01,1,1.317352933367344e-12,1.317352933367344e-12,0.013095908820814973,0.9869040911623836,1.317352933367344e-12,1.317352933367344e-12,1.1531878008663561e-11,parsimonious,baseline,2019-12-01,2022-12-01
2025-09-01,1,1.317281283881058e-12,1.317281283881058e-12,0.014382406363545642,0.9856175936220194,1.317281283881058e-12,1.317281283881058e-12,9.165894542270294e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-10-01,1,1.3172304367578824e-12,1.3172304367578824e-12,0.015312199961568887,0.984687800025934,1.3172304367578824e-12,1.3172304367578824e-12,7.2281246775944815e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-11-01,1,1.317134525862616e-12,1.317134525862616e-12,0.017103145359996196,0.9828968546275987,1.317134525862616e-12,1.317134525862616e-12,7.136457141282859e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-12-01,1,1.3170510559436632e-12,1.3170510559436632e-12,0.01870042268985093,0.9812995772976686,1.3170510559436632e-12,1.3170510559436632e-12,7.2121681856894334e-12,parsimonious,baseline,2019-12-01,2022-12-01
2026-01-01,1,3.0713571009642582e-12,2.9239419256688358e-12,0.016818539140696274,0.9831814608406673,2.9666416372190665e-12,2.947185949340351e-12,6.7273810663289574e-12,parsimonious,baseline,2019-12-01,2022-12-01
2020-04-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2020-05-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2020-06-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2020-07-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2020-08-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2020-09-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2020-10-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2020-11-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2020-12-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2021-01-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2021-02-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2021-03-01,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,parsimonious,baseline,2019-12-01,2022-12-01
2021-04-01,3,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,parsimonious,baseline,2019-12-01,2022-12-01
2021-05-01,3,0.12585802808681296,0.1451084902033793,0.20322384511584068,0.16812841937492634,0.1538776604061591,0.1388598848657305,0.0649436719471511,parsimonious,baseline,2019-12-01,2022-12-01
2021-06-01,3,0.09230721690578605,0.11665176769932846,0.2972964273510221,0.2481184567875392,0.13479273290556262,0.10032142020630591,0.010511978144455593,parsimonious,baseline,2019-12-01,2022-12-01
2021-07-01,3,0.06931302078209681,0.08511842075012874,0.2862659693791899,0.3844609599810494,0.10774721571321119,0.0659941404623712,0.00110027293195289,parsimonious,baseline,2019-12-01,2022-12-01
2021-08-01,3,0.06315313529808438,0.06526250875760016,0.28908773088869166,0.4343433212071017,0.10885609996307831,0.03928260183786679,1.46020475770217e-05,parsimonious,baseline,2019-12-01,2022-12-01
2021-09-01,3,0.030031721159309736,0.02774073060429963,0.3654629585425575,0.5049456734936248,0.05709488305378961,0.01471273547918457,1.1297667234041565e-05,parsimonious,baseline,2019-12-01,2022-12-01
2021-10-01,3,0.009112043118707041,0.006466342198791875,0.5150110821118592,0.4482344799916977,0.018528510933757607,0.0026434952348398195,4.046410346648388e-06,parsimonious,baseline,2019-12-01,2022-12-01
2021-11-01,3,0.00024187849726174345,0.00015816420758134043,0.6945021935182931,0.3044395640591378,0.0006149873883977713,4.321067188497418e-05,1.6574432077572886e-09,parsimonious,baseline,2019-12-01,2022-12-01
2021-12-01,3,8.685677808652586e-06,2.3096228074955517e-06,0.725762771114001,0.2742123420847221,1.3481169862673903e-05,4.103294876032595e-07,1.3105446007108123e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-01-01,3,1.5329829586317741e-06,3.882718632441193e-07,0.6712322702805272,0.32876279965529964,2.9469596580805705e-06,6.184838318245604e-08,1.30994120494459e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-02-01,3,4.8078293653056625e-08,1.1582025361334449e-08,0.5824495934931233,0.4175502201341251,1.2521054819263927e-07,1.5005750977859025e-09,1.3093314363643726e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-03-01,3,2.0290012312308624e-09,5.34998414106548e-10,0.4105170528751624,0.5894829371513778,7.3578212028979236e-09,5.0329681365131564e-11,1.3093637697109637e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-04-01,3,3.616547400811513e-11,1.394473905815241e-11,0.10153129368890028,0.8984687060296166,2.287449889911933e-10,1.3139628394274724e-12,1.3139628394274724e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-05-01,3,2.0502580262455904e-11,1.3880495378447657e-11,0.10088455545362167,0.899115444283036,2.263313180137906e-10,1.3139814211685073e-12,1.3139814211685073e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-06-01,3,1.100665583780258e-11,1.2494485250345965e-11,0.08083887986942685,0.9191611199031481,2.0129471307764562e-10,1.314589044234788e-12,1.314589044234788e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-07-01,3,1.2432115178870976e-11,3.165467284219802e-11,0.000682516558720404,0.999317482875402,5.164626944311592e-10,2.641641694775667e-12,2.6865501709024193e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-08-01,3,1.4491722200422395e-12,3.28434304802242e-11,0.0003064176357723143,0.9996935817878244,5.379866790534369e-10,2.144623059431509e-12,1.9793949225857705e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-09-01,3,1.318230674873383e-12,2.6345900398168625e-11,0.00021766586680598853,0.9997823336617624,4.4112794011489966e-10,1.318230674873383e-12,1.3212072760453534e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-10-01,3,1.31823650776173e-12,2.217775340265622e-11,0.00016428646867243778,0.9998357131209629,3.8423220935105354e-10,1.31823650776173e-12,1.31823650776173e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-11-01,3,1.3182409278629127e-12,1.818837916271523e-11,0.00012505152022743954,0.9998749481377316,3.198978041959407e-10,1.3182409278629127e-12,1.3182409278629127e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-12-01,3,1.318244880780605e-12,1.5084153051072772e-11,9.103918036219135e-05,0.9999089605354528,2.65146234183657e-10,1.318244880780605e-12,1.318244880780605e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-01-01,3,1.3182480418810858e-12,1.1858895695288627e-11,6.473945754691693e-05,0.9999352603173695,2.0926998228872992e-10,1.3182480418810858e-12,1.3182480418810858e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-02-01,3,1.3182508426914324e-12,1.0008143506946652e-11,4.228994044513948e-05,0.9999577098689401,1.7665181920353648e-10,1.3182508426914324e-12,1.3182508426914324e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-03-01,3,1.3182526529159892e-12,8.591745775784778e-12,2.8338440295785364e-05,0.9999716613958939,1.512638107304726e-10,1.3182526529159892e-12,1.3182526529159892e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-04-01,3,1.3182529026020889e-12,1.2058509598816339e-11,2.645699811174351e-05,0.9999735427764687,2.0820519422308069e-10,2.1391577608770634e-12,1.6984569908523767e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-05-01,3,1.3182520440363692e-12,1.8792887020024986e-11,3.297250612049896e-05,0.9999670271352419,3.331361706098843e-10,3.382023829991829e-12,2.008093894200395e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-06-01,3,1.933065397787078e-12,2.836215555408144e-11,5.7346062294274756e-05,0.9999426533768419,5.22817188309323e-10,4.619504255248887e-12,3.1318999245667726e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-07-01,3,3.665674425267297e-12,4.585597962532761e-11,0.00020248626556929904,0.9997975127956662,8.772046779108673e-10,7.122419584740929e-12,4.915832453615138e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-08-01,3,4.525588426949569e-12,4.89006306577966e-11,0.0003057038387600055,0.9996942951029334,9.92023843495883e-10,7.711100706392178e-12,5.145551408582116e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-09-01,3,1.7094093606502738e-12,1.817986668391265e-11,0.0002484309706075264,0.9997515686208488,3.837869386339558e-10,2.8892295037141766e-12,1.9783311864161704e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-10-01,3,1.3182327805346702e-12,6.895661295988615e-12,0.00019820527448195113,0.9998017945608018,1.5386592932724615e-10,1.3182327805346702e-12,1.3182327805346702e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-11-01,3,1.3182379035785952e-12,2.428658066784076e-12,0.00015177396265061126,0.9998482259739009,5.706514479626124e-11,1.3182379035785952e-12,1.3182379035785952e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-12-01,3,1.3182423853875645e-12,1.3182423853875645e-12,0.00011238155113058845,0.9998876184237449,1.9851531775816312e-11,1.3182423853875645e-12,1.3182423853875645e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-01-01,3,1.9384897592312613e-12,1.318224399463854e-12,0.0002768113590541108,0.9997231886185062,1.6525141316383892e-11,1.318224399463854e-12,1.3395279328030383e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-02-01,3,4.957232841993927e-12,1.815094086822368e-12,0.0008910924844449478,0.9991089074809518,2.346318234709115e-11,2.090280260123116e-12,2.2773753937765777e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-03-01,3,2.8362024040745545e-12,1.3181550051054965e-12,0.001006755948491759,0.9989932440372481,7.469557504350633e-12,1.3181550051054965e-12,1.3181550051054965e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-04-01,3,1.3195945766719756e-12,1.318099036753879e-12,0.0016623888671864152,0.9983376111261375,1.4023554617144198e-12,1.318099036753879e-12,1.318099036753879e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-05-01,3,3.8756705281731445e-12,3.4954667592787693e-12,0.003693019103201645,0.9963069808803418,3.809212587113405e-12,3.4989202742866476e-12,1.7774642266798162e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-06-01,3,5.703484751551364e-12,4.3501099126595e-12,0.005390550762243679,0.9946094492171763,4.874705733391708e-12,4.3339478370022595e-12,1.3178243305619523e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-07-01,3,1.309140647352251e-11,7.7683725306791e-12,0.01267220134726852,0.9873277986131798,8.829092504136273e-12,8.313538162224216e-12,1.5493881443914415e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-08-01,3,1.0389459184799103e-11,4.751863636363652e-12,0.02037481514953672,0.9796251848232908,5.32832858292229e-12,5.385894975796654e-12,1.3169654665962418e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-09-01,3,5.433060257952988e-12,1.933091051427618e-12,0.02756874418110025,0.9724312558053854,2.127094823393563e-12,2.7045229216615535e-12,1.3166167026570873e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-10-01,3,2.72822475834203e-12,1.3159260911856319e-12,0.043509819083870305,0.9564901809080999,1.3159260911856319e-12,1.3538873065858845e-12,1.3159260911856319e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-11-01,3,5.130266405300442e-12,1.813169189288895e-12,0.08300307365545312,0.9169969263260086,1.3872025834875994e-12,2.809346921633096e-12,7.398234592289551e-12,parsimonious,baseline,2019-12-01,2022-12-01
2024-12-01,3,1.3139047156309442e-12,1.3139047156309442e-12,0.10356783921138643,0.8964321607776157,1.3139047156309442e-12,1.3139047156309442e-12,5.7422247491638424e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-01-01,3,1.3125089183128985e-12,1.3125089183128985e-12,0.15949595710431394,0.8405040428861532,1.3125089183128985e-12,1.3125089183128985e-12,4.282863196473083e-12,parsimonious,baseline,2019-12-01,2022-12-01
2025-02-01,3,1.3130966080413792e-12,1.3130966080413792e-12,0.13416837706443202,0.8658316229269826,1.3130966080413792e-12,1.3130966080413792e-12,3.333103438001184e-12,parsimonious,baseline,2019-12-01,2022-12-01
