model,split,horizon,segment,mae,rmse,mape,smape,mase,policy_loss,crps,log_score,coverage_80,coverage_95,n,window_mode,effective_start,effective_end,n_common_dates,varset,split_label,train_end,valid_end
XGBoost,test,1,all,480.955810546875,654.6737001334766,8.937053662244239,9.589816152150593,1.1573129353887728,860.425244140625,478.8185446124347,-14935.217571170866,0.0,0.0,10,full,2024-02-01,2024-11-01,,pca,baseline,2019-12-01,2022-12-01
XGBoost,test,3,all,860.2377319335938,1160.2927763444352,15.358979475422629,18.051109189495083,2.0699703233530595,1710.267822265625,858.1004495230063,-46908.58415463008,0.0,0.0,8,full,2024-04-01,2024-11-01,,pca,baseline,2019-12-01,2022-12-01
XGBoost,test,6,all,1781.154052734375,1938.1748483417653,29.789886470474876,36.46034264156116,4.285950143331775,3562.30810546875,1779.0167703237876,-130884.94171975138,0.0,0.0,5,full,2024-07-01,2024-11-01,,pca,baseline,2019-12-01,2022-12-01
XGBoost,test,12,all,,,,,,,,,,,0,full,,,,pca,baseline,2019-12-01,2022-12-01
XGBoost,validation,1,all,1845.2067198406187,2357.651234737665,60.00034715990679,36.539851615792166,4.440078607033913,1895.2517358581865,1844.0062417799377,-391363.4149870997,0.0,0.0,23,full,2020-02-01,2021-12-01,,pca,baseline,2019-12-01,2022-12-01
XGBoost,validation,3,all,2243.1114711312944,2726.0266612354135,72.24533239307058,43.01496378781686,5.397547683450176,2255.0002863493532,2241.949782610028,-634536.3249786067,0.0,0.0,21,full,2020-04-01,2021-12-01,,pca,baseline,2019-12-01,2022-12-01
XGBoost,validation,6,all,2794.898380964486,3242.8791376282184,91.0477065159912,51.99057348037341,6.725299868421258,2828.5058455010026,2793.811039060429,-1143350.338709989,0.0,0.0,18,full,2020-07-01,2021-12-01,,pca,baseline,2019-12-01,2022-12-01
XGBoost,validation,12,all,3568.3840956356376,3756.7082402117894,121.16570670557587,69.34327763746073,8.586520802439079,3568.3840956356376,3567.5569668918156,-3283137.048585503,0.0,0.0,12,full,2021-01-01,2021-12-01,,pca,baseline,2019-12-01,2022-12-01
ARIMA,test,1,all,1744.0308146660434,1947.522887509039,29.591694323869554,36.11439059787705,4.176478569353325,3488.061629332087,1454.1742403267647,-12.620420538890416,0.21428571428571427,0.2857142857142857,14,full,2024-02-01,2025-03-01,,full,baseline,2019-12-01,2022-12-01
ARIMA,test,3,all,2192.260751217735,2247.2156191174886,36.24093700751934,44.604433904022564,5.249867129009712,4384.52150243547,1695.264400620027,-10.828486153964157,0.0,0.3333333333333333,12,full,2024-04-01,2025-03-01,,full,baseline,2019-12-01,2022-12-01
ARIMA,test,6,all,1869.2913315193016,1897.2106002516962,30.24539479370129,35.77568451551572,4.476443374920094,3738.582663038603,1247.5150097955095,-9.192119480044873,0.1111111111111111,1.0,9,full,2024-07-01,2025-03-01,,full,baseline,2019-12-01,2022-12-01
ARIMA,test,12,all,1830.393099403521,1845.9412070201315,29.301824796253094,34.39633020448182,4.3832927084002495,3660.786198807042,1115.0494084403085,-8.941303212643623,1.0,1.0,3,full,2025-01-01,2025-03-01,,full,baseline,2019-12-01,2022-12-01
ARIMA,validation,1,all,1112.3890830572047,1536.6188874228305,27.161999982225936,21.888763871817375,2.663868738500832,1159.2598814450769,901.4895648330426,-10.923461631112941,0.46153846153846156,0.6538461538461539,26,full,2020-02-01,2022-03-01,,full,baseline,2019-12-01,2022-12-01
ARIMA,validation,3,all,1494.4753987746274,1990.1077135003295,37.81390398810611,29.13470904174982,3.578861349765302,1501.9548675681956,1181.4528680541491,-10.849163255753362,0.4583333333333333,0.75,24,full,2020-04-01,2022-03-01,,full,baseline,2019-12-01,2022-12-01
ARIMA,validation,6,all,2225.234963707158,2668.758709192085,61.49449278790446,43.5665245433513,5.3288313827633065,2225.234963707158,1761.6306678311223,-11.245510230250792,0.3333333333333333,0.5238095238095238,21,full,2020-07-01,2022-03-01,,full,baseline,2019-12-01,2022-12-01
