model,split,horizon,segment,mae,rmse,mape,smape,mase,policy_loss,crps,log_score,coverage_80,coverage_95,n,window_mode,effective_start,effective_end,n_common_dates,varset,split_label,train_end,valid_end
ARIMA,validation,12,all,3342.876300137976,3493.4123031770127,139.57746830770438,78.7092403949917,9.839172051438846,3342.876300137976,2506.1526824647594,-10.83492207269498,0.0,0.5833333333333334,24,full,2021-01-01,2022-12-01,,bop,baseline,2019-12-01,2022-12-01
BVAR,test,1,all,1200.016360259383,1365.2692373092534,27.093663034378107,32.91547795244341,3.5320383924006262,2381.9866621484,959.8290274599249,-10.462528253943614,0.2962962962962963,0.37037037037037035,27,full,2023-01-01,2025-03-01,,bop,baseline,2019-12-01,2022-12-01
BVAR,test,3,all,1466.5407174476682,1595.0081305307642,32.18775197325998,39.63002336486352,4.316506249068383,2898.883742140367,1082.2971654080545,-9.562837945349305,0.2222222222222222,0.6296296296296297,27,full,2023-01-01,2025-03-01,,bop,baseline,2019-12-01,2022-12-01
BVAR,test,6,all,1662.170431776514,1891.7631077602757,35.163386338272645,44.67660829823837,4.892308116931666,3277.7317542198457,1201.4780422798208,-9.391235779460715,0.2962962962962963,0.7407407407407407,27,full,2023-01-01,2025-03-01,,bop,baseline,2019-12-01,2022-12-01
BVAR,test,12,all,2036.3682414809587,2494.7256145863144,39.6555061672177,53.23365585343118,5.993693959656878,4002.2348721235057,1523.0204126137364,-9.604220430480067,0.5555555555555556,0.6666666666666666,27,full,2023-01-01,2025-03-01,,bop,baseline,2019-12-01,2022-12-01
BVAR,validation,1,all,1195.844531638431,1473.5971096060628,42.325261930717836,31.116659911395086,3.51975934409454,1206.2693812632049,953.8127002841615,-11.173221132631742,0.3142857142857143,0.5714285714285714,35,full,2020-02-01,2022-12-01,,bop,baseline,2019-12-01,2022-12-01
BVAR,validation,3,all,1653.801526367286,1946.5289774382732,59.08978134858497,40.8978643653683,4.8676757067523795,1653.801526367286,1287.5047991916929,-10.653426810281976,0.45454545454545453,0.5454545454545454,33,full,2020-04-01,2022-12-01,,bop,baseline,2019-12-01,2022-12-01
BVAR,validation,6,all,2357.307282362501,2613.246766957732,88.46401128716327,55.73407010924432,6.938321926036287,2357.307282362501,1851.860100824308,-11.036508266161924,0.3,0.36666666666666664,30,full,2020-07-01,2022-12-01,,bop,baseline,2019-12-01,2022-12-01
BVAR,validation,12,all,4026.1336881571806,4095.632633400984,173.1134477881732,88.77894701753989,11.850220739019713,4026.1336881571806,3252.416523911155,-12.573051883699456,0.0,0.0,24,full,2021-01-01,2022-12-01,,bop,baseline,2019-12-01,2022-12-01
DMA,test,1,all,222.50003543669956,321.6910294462016,5.30104246352007,5.642729099198643,0.6548899610860767,420.9773344362813,,,,,27,full,2023-01-01,2025-03-01,,bop,baseline,2019-12-01,2022-12-01
DMA,test,3,all,580.0839701227634,680.100873268757,14.065907993631447,15.739407549370275,1.7073757668161407,1117.8583669406755,,,,,27,full,2023-01-01,2025-03-01,,bop,baseline,2019-12-01,2022-12-01
DMA,test,6,all,1295.7710206290508,1471.7441191246494,33.46704740623144,47.07826417709279,3.8138754971913023,2587.733674092464,,,,,27,full,2023-01-01,2025-03-01,,bop,baseline,2019-12-01,2022-12-01
DMA,test,12,all,2961.2287792405514,3248.5431883636484,67.33167007508838,101.78666237931245,8.715859286033833,5920.914842811033,,,,,27,full,2023-01-01,2025-03-01,,bop,baseline,2019-12-01,2022-12-01
