model,split,horizon,mae,rmse,mape,smape,mase,policy_loss,crps,log_score,coverage_80,coverage_95,n
MS-VAR,validation,12,2628.799930299451,2849.620069677688,102.79253745919961,64.54874893266388,7.7374130780607,2628.799930299451,2342.9630647797135,-21.242672255676144,0.041666666666666664,0.125,24
MS-VECM,test,1,226.05339371852983,323.40454920365477,5.391833037166779,5.73967457382404,0.6653486500581723,427.5178453673512,194.0435142080571,-7.383078532804657,0.9259259259259259,1.0,27
MS-VECM,test,3,731.5558568672662,842.7716218578438,18.583109457875548,21.989301210937736,2.15320678801597,1434.7039362251633,528.0163731822562,-8.420960592382073,0.4444444444444444,0.7037037037037037,27
MS-VECM,test,6,1552.6370803483583,1696.9521123247914,38.98048268117459,55.75684858891945,4.569915843538882,3090.3800973965413,1265.0801961842576,-12.026815244470182,0.07407407407407407,0.18518518518518517,27
MS-VECM,test,12,2961.1891387979063,3249.788421872424,67.33635034608481,101.83728487902486,8.715742611320096,5920.835561943382,2669.7248747449344,-24.666891429074077,0.07407407407407407,0.07407407407407407,27
MS-VECM,validation,1,441.26002478200115,572.4653549079552,13.236446774379651,12.447969209934671,1.2987717502658052,557.8877206095488,321.80534659590626,-7.7837193484967235,0.7428571428571429,0.9142857142857143,35
MS-VECM,validation,3,942.8376045864165,1246.5012901686912,27.28540978507069,24.29199077680302,2.775077680173007,1131.5564185469168,749.8329963084213,-9.895415841487619,0.5454545454545454,0.6363636363636364,33
MS-VECM,validation,6,1565.361553723562,2049.885993204153,48.86326668805244,38.19897721821582,4.607368106668516,1720.0636634087487,1330.3626704743576,-14.47026972865422,0.3,0.43333333333333335,30
MS-VECM,validation,12,3537.0533219824265,4296.391431022535,139.2003525178722,78.85765542746877,10.410698172906365,3767.3834261644406,3245.2896602595733,-39.109100219568575,0.08333333333333333,0.08333333333333333,24
Naive,test,1,1180.5794522485394,1350.8071814239772,26.25437736988761,31.865134947187993,3.4748292512610672,2352.246118915206,945.0203125250403,-10.377929218444754,0.2962962962962963,0.37037037037037035,27
Naive,test,3,1465.468341137428,1599.8867260775892,31.562191966311726,38.9896980892562,4.3133498968516095,2916.740740740741,1194.125289880291,-11.655110556633165,0.14814814814814814,0.2222222222222222,27
Naive,test,6,1702.618873280699,1914.27547980043,35.534242787035545,45.460295446862794,5.011361034072455,3391.0418050272824,1431.862768683529,-13.529263540606713,0.14814814814814814,0.14814814814814814,27
Naive,test,12,2176.919937567241,2541.573338625087,42.755405603578474,58.00066479424221,6.407383308514147,4339.643933600367,1903.009708965672,-18.232046471736727,0.14814814814814814,0.14814814814814814,27
Naive,validation,1,1029.3448030071818,1328.0723215695268,35.694347746002094,26.73888522198556,3.0296964971824,1042.1957910327405,812.7124533194565,-10.257678944961604,0.5142857142857142,0.6857142857142857,35
Naive,validation,3,1390.2866715697337,1707.013215800357,48.61986885022182,34.831498742895796,4.0920657943078105,1390.2866715697337,1139.4974992264297,-12.244572239994525,0.3939393939393939,0.5454545454545454,33
Naive,validation,6,1973.2849965278563,2253.189563182109,72.20971611557052,48.05586342431016,5.808019455149781,1973.2849965278563,1702.7216545852245,-15.983686962523661,0.26666666666666666,0.3,30
Naive,validation,12,3470.6749796808904,3580.471989534998,146.85603494186387,81.09745706488623,10.215325125340364,3470.6749796808904,3167.27925592734,-29.368029493188427,0.0,0.0,24
VECM,test,1,1393.163120527872,1556.3436578458402,32.04516902281409,40.29267391655631,4.100532119010024,2767.0223835968095,1168.1354442029149,-12.905066956064793,0.18518518518518517,0.2222222222222222,27
VECM,test,3,1461.9175567467212,1601.2732323507855,33.57631605820973,41.534180080258515,4.302898783678117,2855.658725797717,1216.090064018163,-13.23684467155863,0.037037037037037035,0.2962962962962963,27
VECM,test,6,1635.0705047149113,1921.2856220857261,35.16167007682493,46.21935680314318,4.812544218719355,3245.4710902982847,1403.0643333645105,-15.943849512282279,0.14814814814814814,0.18518518518518517,27
VECM,test,12,2172.902796091923,2650.478365659613,42.35848374017817,59.01050822890249,6.395559554781771,4314.622759465613,1940.6358201131854,-23.939764371281218,0.14814814814814814,0.18518518518518517,27
VECM,validation,1,1253.9735967994736,1538.7930352095273,45.23516773067173,32.76274296117052,3.6908520863791385,1270.2790588144076,1040.2704716853625,-13.28372642451442,0.17142857142857143,0.5142857142857142,35
VECM,validation,3,1923.3724029127193,2147.915275979297,65.88196440344541,45.8617125221961,5.661110460613366,1923.3724029127193,1678.480646316304,-19.591542038415884,0.0,0.030303030303030304,33
VECM,validation,6,2291.9218411591764,2589.931070567358,86.02617645119416,53.823913321074116,6.745871309292797,2291.9218411591764,2060.2351101028426,-25.22463980435651,0.06666666666666667,0.26666666666666666,30
VECM,validation,12,4194.464703374667,4253.253380958429,182.23995634826096,90.9355012252549,12.345673657887772,4194.464703374667,3953.9885088584724,-57.027482648869984,0.0,0.0,24
XGBoost,test,1,690.4889368127893,886.1322330488664,17.46798934180099,20.212379914138314,2.0323334873730468,1303.059497974537,685.9830071898983,-7022.465428352288,0.037037037037037035,0.1111111111111111,27
XGBoost,test,3,1138.3144350405094,1376.0883674229456,26.96341403772547,33.18827806400902,3.3504295610752033,2124.2900481047454,1133.8985081521178,-16513.720955396133,0.0,0.0,27
XGBoost,test,6,1563.253173828125,1869.4443687373312,33.54943648065738,43.33415264472014,4.601162458993145,2976.9672218605324,1559.0649870768045,-31194.876698515403,0.0,0.037037037037037035,27
XGBoost,test,12,2278.705982349537,2679.0192685112247,43.90377290825981,60.62360395286193,6.706972739031553,4543.174361617477,2274.9566725055656,-68445.29847934502,0.0,0.0,27
XGBoost,validation,1,1542.4998241650148,2087.1588621251017,56.58934115342987,36.31126164341453,4.5400786019654165,1579.6753876527735,1540.1977752701741,-147508.29600868624,0.0,0.0,35
XGBoost,validation,3,1914.79088198756,2520.2913282008467,72.51659710750728,43.02207910519445,5.635852253828334,1936.4190335876087,1912.5339582961258,-222358.23397174527,0.0,0.0,33
XGBoost,validation,6,2692.371946983728,3307.895431687588,109.59388652887993,57.70126354454265,7.924526196720737,2692.371946983728,2690.193992398253,-396259.9398054258,0.0,0.0,30
XGBoost,validation,12,4428.234745005192,4630.5400223485985,201.4485106951149,92.23047186912704,13.03373491219737,4428.234745005192,4426.273955461111,-849726.7611542199,0.0,0.0,24
