model,split,horizon,mae,rmse,mape,smape,mase,policy_loss,crps,log_score,coverage_80,coverage_95,n
VECM,test,12,2015.3950835394103,2398.377877081667,37.80874594660573,50.64302292871545,6.752036488356949,4006.1109648448296,1771.1411381488178,-20.00498675331845,0.1111111111111111,0.16666666666666666,36
VECM,validation,1,1289.6143681793678,1532.197993408865,46.567986935265345,33.98836450051657,4.320504372058131,1298.4011323416198,1056.4855374958267,-12.556502171894998,0.2,0.34285714285714286,35
VECM,validation,3,1650.7452654299232,1904.495019981951,59.19860702897501,41.49392347956501,5.530375833601345,1650.7452654299232,1401.4837081990984,-15.610100390758278,0.06060606060606061,0.21212121212121213,33
VECM,validation,6,2243.814506856878,2486.064735628185,82.5400362238198,53.62973378657126,7.517294026933669,2243.814506856878,1990.307676388201,-21.706483872172686,0.03333333333333333,0.2,30
VECM,validation,12,3850.2420983736774,3956.3840096881218,162.38193615363093,86.04327504213234,12.8991954726671,3850.2420983736774,3591.489277146466,-44.48223347921225,0.0,0.0,24
XGB-Quantile,test,1,521.8225843641493,655.5484232311047,12.247749683810895,13.43080344123402,1.7482255260282618,1018.031236436632,240.95717966715497,,0.7222222222222222,0.9722222222222222,36
XGB-Quantile,test,3,1132.3192443847656,1384.5080728688479,25.267803012091804,31.913004440417904,3.7935295749197966,2237.3425089518228,443.01294002956814,,0.5277777777777778,0.9444444444444444,36
XGB-Quantile,test,6,1657.2760925292969,1991.0504611520312,33.20989470936551,43.348951598325016,5.552255604587329,3290.4033406575522,721.6263384331597,,0.3888888888888889,0.9444444444444444,36
XGB-Quantile,test,12,2718.283952501085,3094.9834196491,49.00001104208864,69.33765445456,9.106875660711399,5410.278666178386,1156.8367529975044,,0.2777777777777778,1.0,36
XGB-Quantile,validation,1,884.769364770414,1055.2990403542499,32.80554451583465,25.94825437499056,2.9641806132715094,927.5628075173449,752.9079533073042,,0.11428571428571428,0.42857142857142855,35
XGB-Quantile,validation,3,1318.3474116395485,1641.0662209539921,49.66722571388269,34.56830409359,4.416766667947021,1328.7926945132715,1077.368780209633,,0.0,0.3333333333333333,33
XGB-Quantile,validation,6,2226.002309865814,2599.9324102684736,86.64997589844387,52.87952808708601,7.457619075355316,2230.6789374331593,1716.7294576657537,,0.03333333333333333,0.3,30
XGB-Quantile,validation,12,4258.177636443994,4362.637406776021,189.9716138332018,91.33245540863292,14.265873232499217,4258.177636443994,3241.8636356421453,,0.0,0.125,24
XGBoost,test,1,475.7449645996094,640.5828291390734,11.819138413645256,13.064275287313777,1.5938549152791128,900.8351440429688,466.4312168067368,-928.9466861074696,0.027777777777777776,0.05555555555555555,36
XGBoost,test,3,1004.4844122992622,1281.6746375973403,23.422253804516707,28.94703746419804,3.3652535223611793,1940.1551106770833,995.253780937222,-3662.297370731716,0.0,0.0,36
XGBoost,test,6,1411.9308505588108,1887.5589751794216,29.536502043396602,39.821507142156996,4.730292685475598,2787.643025716146,1403.334073750756,-7823.423994998144,0.05555555555555555,0.05555555555555555,36
XGBoost,test,12,2099.264309353299,2664.1984207881014,39.18468767169716,55.468616303891004,7.033017660520531,4177.562357584636,2090.9696545570496,-15959.66145127275,0.0,0.027777777777777776,36
XGBoost,validation,1,1037.3165315782123,1183.4709771766918,37.81890948333689,29.183451210165266,3.4752486638459157,1065.8057535995783,1031.3325074773263,-6336.134676858972,0.02857142857142857,0.02857142857142857,35
XGBoost,validation,3,1739.356163711045,2073.537463733615,64.1921771960506,42.48340257163054,5.82724269774467,1754.8018016984042,1733.3599670638973,-19045.16709997087,0.0,0.0,33
XGBoost,validation,6,2548.7584704212277,2936.9688719873816,98.602928029711,57.31012600230749,8.538926353869144,2548.7584704212277,2542.85108614238,-39759.7103752081,0.0,0.0,30
XGBoost,validation,12,4338.980696339827,4467.905662624213,192.36690360600977,91.76130975926914,14.536582044505153,4338.980696339827,4333.317546073806,-102042.92252998718,0.0,0.0,24
